"SampleID","Date","Al","Alr","As","B","Br","Ba","Be","Car","Cd","Co","Cr","Cu","Fe","Fer","Fer.1","Kr","Lir","Mgr","Mn","Mnr","Mo","Nar","Ni","P","Pb","S","Sr","S.1","Sb","Se","Si","Sir","Sir.1","Sn","Srr","Ti","Tl","Zn","Znr","SAMPLING_DATE","SITE","SAMPLE_DESCRIPTOR","FIELD.REP","DIGEST_DATE","OES_DATE","ICP_NUMBER","LAB.DUPLICATE","LAB.SPIKE","ICP.DUPLICATE","ICP.SPIKE","DRY_MASS"
"19","11/17/2021",NA,287.5,0.622,0.431,0.559,4.384,-1.156,1216,0.047,0.106,0.226,7.773,143.8,265.4,283.7,137.4,0.307,111.6,39.91,65.57,0.02,7.345,0.145,23.78,0.87,110.8,136.7,111.8,-0.009,0.005,5.751,6.488,6.408,0.083,3.05,7.981,-0.095,10.05,11.52,"20-Jul-21","BG","FILA",4,"15-Nov-21","11/17/2021","19",NA,NA,NA,NA,1.4977
"20","11/17/2021",NA,254.2,0.546,0.414,0.511,3.854,-1.163,1217,0.043,0.095,0.202,6.471,132.9,234.5,248.5,113.7,0.277,98,39.48,65.18,0.021,6.579,0.13,22.55,0.817,99.03,120.9,98.96,-0.005,0.022,6.025,6.883,6.793,0.079,2.896,6.511,-0.093,9.087,10.49,"20-Jul-21","BG","FILA",5,"15-Nov-21","11/17/2021","20",NA,NA,NA,NA,1.3645
"21","11/17/2021",NA,171,0.384,0.266,0.312,2.174,-0.73,771.2,0.018,0.095,0.194,3.196,140.6,243.3,257.2,87.72,0.225,79.92,22.77,30.34,0.022,6.942,0.132,24.44,0.566,58.58,71.49,58.19,-0.009,-0.002,5.212,6.044,6.056,0.053,1.729,6.544,-0.044,4.742,5.35,"20-Jul-21","GC","FILA",3,"15-Nov-21","11/17/2021","21",NA,NA,NA,NA,1.9385
"22","11/17/2021",111.9,147.9,0.528,0.667,0.742,2.081,-0.447,482.8,0.02,0.103,0.188,4.584,137,226.8,238.6,136.7,0.184,72.88,25.83,34.47,0.022,6.507,0.136,24.03,0.852,97.19,117.9,98.27,-0.011,0.017,4.541,5.045,5.046,0.035,1.278,6.392,-0.05,6.526,7.229,"20-Jul-21","GC","FILA",4,"15-Nov-21","11/17/2021","22",NA,NA,NA,NA,1.8841
"23","11/17/2021",NA,200.2,0.495,0.396,0.483,2.454,-0.396,440.5,0.019,0.116,0.286,4.434,153.4,282.1,301.2,95.84,0.234,93.41,28.46,39.93,0.015,6.087,0.194,20.12,0.559,71.68,89.52,72.06,-0.02,-0.009,5.708,6.686,6.647,0.039,1.286,8.415,-0.052,5.951,6.876,"20-Jul-21","GC","FILA",5,"15-Nov-21","11/17/2021","23",NA,NA,NA,NA,1.9626
"24","11/17/2021",NA,187.9,0.708,0.235,0.241,2.624,-0.341,384.8,0.016,0.076,0.202,4.863,128.1,207.9,218.3,113.5,0.349,114,40.27,63.98,0.034,7.624,0.164,29.38,0.441,62.83,79.38,63.47,-0.011,0.024,6.091,7.012,6.991,0.037,1.056,7.019,-0.082,3.522,4.065,"20-Jul-21","WS","FILA",3,"15-Nov-21","11/17/2021","24",NA,NA,NA,NA,1.5622
"25","11/17/2021",85.12,113.1,0.135,23.19,27.21,27.61,-0.629,654.6,0.02,0.068,0.086,2.462,69.35,90.69,92.46,41.75,0.113,38.62,13.52,16.48,0.01,64.44,0.059,8.333,0.35,22.35,24.81,20.86,-0.004,0.026,5.968,6.908,6.891,0.037,1.769,3.107,-0.03,24.92,29.09,"3-Aug-21","BG","EPIL",1,"15-Nov-21","11/17/2021","25",NA,NA,NA,NA,0.3755
"26","11/17/2021",36.78,44.37,-0.011,32.13,37.4,37.85,-0.157,163.5,0.004,0.05,0.031,0.497,17.58,19.56,19.56,36.85,0.031,9.885,4.303,4.8,0.004,79.03,0.017,2.24,0.082,5.428,5.727,4.97,-0.001,0.007,3.943,4.541,4.558,0.006,0.907,0.753,-0.01,31.25,36.02,"3-Aug-21","BG","EPIL",2,"15-Nov-21","11/17/2021","26",NA,NA,NA,NA,0.0813
"27","11/17/2021",34.4,41.1,0.02,23.74,27.81,29.05,-0.204,211.5,0.007,0.046,0.032,0.726,23.57,26.49,26.57,29.19,0.035,11.5,5.933,6.683,0.004,62.22,0.021,2.288,0.117,7.419,7.928,6.784,0,0.007,5.725,6.431,6.496,0.009,0.833,0.951,-0.013,24.62,28.1,"3-Aug-21","BG","EPIL",3,"15-Nov-21","11/17/2021","27",NA,NA,NA,NA,0.0978
"28","11/17/2021",51.01,63.4,0.037,25.71,30.25,30.28,-0.384,397.7,0.009,0.051,0.046,1.149,37.32,44,44.35,35.16,0.06,20.64,7.781,8.934,0.006,68.33,0.03,4.721,0.172,11.51,12.82,10.93,-0.001,0.017,4.312,4.941,4.93,0.021,1.265,1.65,-0.018,25.44,29.44,"3-Aug-21","BG","EPIL",4,"15-Nov-21","11/17/2021","28",NA,NA,NA,NA,0.1976
"29","11/17/2021",46.26,57.04,0.012,32.22,37.97,37.64,-0.256,266.1,0.006,0.055,0.041,0.788,27.29,31.06,31.13,38.17,0.045,14.92,6.65,7.548,0.006,81.05,0.025,2.953,0.144,7.526,8.262,6.932,-0.001,0.01,4.593,5.309,5.354,0.012,1.135,1.237,-0.016,31.22,36.22,"3-Aug-21","BG","EPIL",5,"15-Nov-21","11/17/2021","29",NA,NA,NA,NA,0.1318
"30","11/17/2021",36,41.52,0.005,29.84,34.13,35.99,-0.09,94.98,0.003,0.049,0.032,0.53,20.47,22.44,22.47,33.19,0.031,9.908,4.237,4.634,0.004,73.83,0.018,1.762,0.083,4.469,4.828,4.147,-0.003,0.004,4.4,4.898,4.999,0.004,0.739,0.883,-0.012,29.85,33.94,"3-Aug-21","BG","EPIP",1,"15-Nov-21","11/17/2021","30",NA,NA,NA,NA,0.0835
"31","11/17/2021",36.9,42.82,0.015,27.16,31.5,32.51,-0.101,107.2,0.003,0.046,0.033,0.611,22.89,25.56,25.59,31.64,0.033,10.9,6.698,7.492,0.003,68.99,0.019,2.196,0.1,5.107,5.45,4.738,-0.002,0.009,4.142,4.646,4.706,0.004,0.729,0.982,-0.015,27.08,31.27,"3-Aug-21","BG","EPIP",2,"15-Nov-21","11/17/2021","31",NA,NA,NA,NA,0.0881
"32","11/17/2021",45.07,52.26,0.032,27.04,31.01,32.03,-0.147,155.5,0.005,0.05,0.042,0.839,31.7,36.18,36.43,33.01,0.044,15.05,8.278,9.421,0.004,68.84,0.025,3.145,0.133,7.159,7.695,6.625,-0.002,0.009,4.548,5.038,5.177,0.005,0.827,1.403,-0.018,26.65,30.86,"3-Aug-21","BG","EPIP",5,"15-Nov-21","11/17/2021","32",NA,NA,NA,NA,0.1423
"33","11/17/2021",56.18,67.81,0.121,0.463,0.495,1.625,-0.702,726.1,0.016,0.039,0.063,2.072,58.87,75.26,76.52,68.64,0.095,38.52,26.95,37.72,0.012,3.515,0.041,13.79,0.25,65.16,76.81,64.44,-0.001,0.041,3.955,4.523,4.503,0.041,1.639,2.631,-0.057,3.224,3.589,"3-Aug-21","BG","FILA",1,"15-Nov-21","11/17/2021","33",NA,NA,NA,NA,0.5226
"34","11/17/2021",60.85,75.67,0.168,0.508,0.557,1.775,-0.622,644,0.017,0.043,0.07,2.057,63.33,81.8,83.24,61.79,0.096,38.4,33.3,49.02,0.011,4.049,0.043,15.05,0.286,65.85,80.18,65.54,0,0.041,4.436,5.106,5.124,0.036,1.512,2.445,-0.068,3.351,3.823,"3-Aug-21","BG","FILA",2,"15-Nov-21","11/17/2021","34",NA,NA,NA,NA,0.5835
"35","11/17/2021",35.45,43.26,0.144,0.425,0.464,1.1,-0.553,568.9,0.009,0.026,0.041,0.989,44.71,54.26,54.86,58.27,0.068,27.11,18.78,23.84,0.009,2.673,0.025,9.295,0.148,58.78,69.25,57.77,0.002,0.034,3.413,3.895,3.881,0.031,1.281,1.442,-0.039,2.031,2.228,"3-Aug-21","BG","FILA",4,"15-Nov-21","11/17/2021","35",NA,NA,NA,NA,0.4117
"36","11/17/2021",44.68,54.95,0.031,25.44,29.76,30.14,-0.26,271.1,0.006,0.048,0.04,0.933,32.23,36.84,37,32.38,0.049,16.3,4.967,5.569,0.006,67.15,0.028,2.892,0.151,8.9,9.539,8.125,-0.003,0.011,5.166,5.749,5.859,0.013,0.961,1.4,-0.013,25.57,29.18,"3-Aug-21","BN","EPIL",1,"15-Nov-21","11/17/2021","36",NA,NA,NA,NA,0.1521
"37","11/17/2021",37,45.24,0.001,27.35,31.97,32.13,-0.346,357.3,0.006,0.047,0.038,0.66,23.92,26.94,26.91,33.19,0.043,14.25,4.139,4.596,0.006,71.62,0.021,2.95,0.108,8.426,8.655,7.498,0,0.013,3.511,3.979,3.978,0.017,1.153,1.091,-0.014,26.77,30.58,"3-Aug-21","BN","EPIL",2,"15-Nov-21","11/17/2021","37",NA,NA,NA,NA,0.1454
"38","11/17/2021",35.66,43.37,0.003,24.6,28.54,29.01,-0.315,325.4,0.005,0.044,0.035,0.663,23.88,27.01,27.04,30.87,0.041,13.52,5.902,6.65,0.004,63.78,0.022,2.65,0.113,8.009,8.443,7.171,0,0.006,4.227,4.637,4.779,0.017,1.012,1.011,-0.016,24.25,28.02,"3-Aug-21","BN","EPIL",3,"15-Nov-21","11/17/2021","38",NA,NA,NA,NA,0.132
"39","11/17/2021",23.11,26.97,-0.031,27.7,32.77,33.01,-0.167,171.2,0.001,0.039,0.018,0.165,6.827,7.243,7.219,29.95,0.019,5.487,1.438,1.539,0.003,70.72,0.008,1.759,0.043,3.351,3.429,2.947,0,0.005,3.029,3.503,3.517,0.005,0.799,0.312,-0.009,27.4,30.59,"3-Aug-21","BN","EPIL",4,"15-Nov-21","11/17/2021","39",NA,NA,NA,NA,0.0483
"40","11/17/2021",40.21,49.74,0.006,24.55,28.84,29.25,-0.387,399.4,0.007,0.045,0.038,0.838,26.8,30.61,30.75,31.4,0.047,15.66,8.755,10.14,0.006,64.96,0.023,3.392,0.13,9.614,10.75,9.156,0,0.016,3.887,4.469,4.451,0.02,1.154,1.099,-0.018,24.18,27.95,"3-Aug-21","BN","EPIL",5,"15-Nov-21","11/17/2021","40",NA,NA,NA,NA,0.1653
"41","11/17/2021",39.6,49.13,0.003,26.27,30.51,31.01,-0.356,366.7,0.006,0.046,0.036,0.741,25.34,28.8,28.86,32.56,0.045,14.74,9.022,10.42,0.005,68.65,0.022,2.939,0.123,8.638,9.531,8.213,0.001,0.015,4.085,4.525,4.649,0.019,1.143,1.042,-0.022,25.55,29.78,"3-Aug-21","BN","EPIP",1,"15-Nov-21","11/17/2021","41",NA,NA,NA,NA,0.1551
"42","11/17/2021",34.09,41.52,-0.006,29.1,33.99,34.17,-0.212,219.3,0.003,0.047,0.03,0.489,19.21,21.48,21.5,33.45,0.033,10.92,5.539,6.229,0.004,74.55,0.018,1.947,0.087,5.886,6.164,5.302,-0.001,0.007,3.207,3.645,3.662,0.009,0.927,0.83,-0.016,28.28,32.76,"3-Aug-21","BN","EPIP",3,"15-Nov-21","11/17/2021","42",NA,NA,NA,NA,0.0984
"43","11/17/2021",60.18,77.7,0.053,24.76,29.45,28.97,-0.538,556.5,0.01,0.054,0.056,1.409,45.87,55.69,56.38,36.27,0.079,26.12,11.51,13.81,0.008,68.5,0.038,4.579,0.225,14.98,15.96,13.64,0.001,0.026,5.067,5.735,5.747,0.033,1.474,1.916,-0.025,24.98,28.73,"3-Aug-21","BN","EPIP",5,"15-Nov-21","11/17/2021","43",NA,NA,NA,NA,0.2645
"44","11/17/2021",70.34,90.7,0.121,0.585,0.704,2.014,-1.588,1629,0.026,0.037,0.064,2.479,61.25,84.41,85.75,88.81,0.139,52.04,25.11,36.27,0.021,4.885,0.039,16.44,0.329,88.85,110.3,88.26,0.008,0.05,4.263,4.926,4.878,0.097,3.276,2.641,-0.065,4.243,5.05,"3-Aug-21","BN","FILA",1,"15-Nov-21","11/17/2021","44",NA,NA,NA,NA,0.7526
"45","11/17/2021",69.1,87.82,0.136,0.747,0.853,1.718,-1.068,1099,0.021,0.037,0.072,2.199,65.84,87.35,88.75,98.35,0.123,45.8,21.52,28.47,0.018,4.638,0.044,13.64,0.311,91.03,111.3,91.07,0.002,0.04,4.326,4.975,4.944,0.064,2.101,2.721,-0.051,4.143,4.723,"3-Aug-21","BN","FILA",3,"15-Nov-21","11/17/2021","45",NA,NA,NA,NA,0.6689
"46","11/17/2021",80.06,107.4,0.107,0.449,0.52,2.309,-1.761,1804,0.025,0.04,0.076,2.199,63.23,87.37,88.78,81.03,0.172,56.91,33.89,52.01,0.022,5.276,0.056,15.74,0.332,83.75,98.73,80.84,0.009,0.051,4.93,5.601,5.518,0.105,3.676,2.504,-0.088,4.325,4.948,"3-Aug-21","BN","FILA",5,"15-Nov-21","11/17/2021","46",NA,NA,NA,NA,0.8361
"47","11/17/2021",48.23,60.11,0.13,25.11,29.85,29.96,-0.274,287.1,0.009,0.051,0.051,1.974,41.12,47.18,48.93,35.85,0.057,16.84,11.72,13.82,0.008,67.89,0.031,3.351,0.35,9.341,10.3,8.624,-0.005,0.016,5.029,5.718,5.767,0.016,0.918,1.826,-0.024,25.46,29.49,"3-Aug-21","GC","EPIL",1,"15-Nov-21","11/17/2021","47",NA,NA,NA,NA,0.1345
"48","11/17/2021",25.05,30.77,0.056,20.02,23.85,24.47,-0.181,187.4,0.008,0.04,0.03,1.1,20.85,23.8,23.84,26.93,0.03,8.502,14.35,16.99,0.005,55,0.016,3.067,0.147,6.903,7.848,6.44,-0.001,0.016,3.413,3.915,3.943,0.009,0.666,0.796,-0.027,20.7,24.08,"3-Aug-21","GC","EPIL",2,"15-Nov-21","11/17/2021","48",NA,NA,NA,NA,0.131
"49","11/17/2021",30.29,37.38,0.097,16.32,19.56,19.62,-0.288,298.6,0.009,0.037,0.036,1.603,31.74,37.28,37.39,25.61,0.044,12.77,11.42,13.4,0.006,47.63,0.023,2.974,0.216,8.289,9.337,7.639,-0.001,0.02,3.771,4.4,4.416,0.015,0.74,1.296,-0.026,17.49,20.44,"3-Aug-21","GC","EPIL",3,"15-Nov-21","11/17/2021","49",NA,NA,NA,NA,0.1581
"50","11/17/2021",11.53,14.14,-0.012,18.87,21.74,24.66,-0.034,35.09,0.001,0.031,0.011,0.203,3.815,3.959,3.948,20.33,0.009,2.558,3.159,3.369,0.002,49.74,0.005,0.48,0.032,1.498,1.736,1.392,-0.001,0.005,1.842,2.127,2.128,-0.002,0.4,0.148,-0.009,20.43,22.54,"3-Aug-21","GC","EPIL",4,"15-Nov-21","11/17/2021","50",NA,NA,NA,NA,0.0347
"51","11/17/2021",17.32,20.6,0.042,14.02,16.9,17.28,-0.124,129,0.005,0.03,0.023,0.809,18.04,19.91,19.91,20.01,0.023,6.963,8.319,9.457,0.003,41.12,0.012,1.943,0.115,4.549,5.087,4.166,-0.001,0.011,3.46,3.903,3.944,0.005,0.444,0.717,-0.017,15.61,17.43,"3-Aug-21","GC","EPIL",5,"15-Nov-21","11/17/2021","51",NA,NA,NA,NA,0.02
"52","11/17/2021",16.67,20.87,-0.008,14.53,17.28,17.81,-0.43,439.6,0.005,0.028,0.019,0.465,15.4,17.28,17.16,21.18,0.031,10.24,6.252,7.197,0.006,43.11,0.012,3.007,0.08,6.293,6.932,5.765,0.002,0.018,2.968,3.498,3.521,0.024,1.026,0.553,-0.019,15.72,17.64,"3-Aug-21","GR","EPIL",1,"15-Nov-21","11/17/2021","52",NA,NA,NA,NA,0.0381
"53","11/17/2021",21.05,26.16,0.014,14.34,17.42,17.05,-0.478,489.4,0.009,0.029,0.024,0.838,19.27,22.7,22.61,21.82,0.038,12.21,5.049,5.891,0.006,44.36,0.017,2.33,0.098,6.627,7.828,6.402,0,0.011,4.288,5.015,5.121,0.025,1.06,0.745,-0.017,14.97,17.94,"3-Aug-21","GR","EPIL",2,"15-Nov-21","11/17/2021","53",NA,NA,NA,NA,0.1178
"54","11/17/2021",27.07,33.09,0.028,16.31,19.48,20.06,-0.253,263.2,0.007,0.037,0.039,0.841,29.56,34,34.03,25.15,0.039,13.34,6.942,7.912,0.005,46.02,0.023,4.209,0.118,7.224,8.085,6.644,-0.001,0.013,4.504,5.144,5.245,0.014,0.783,1.169,-0.017,17.57,20.03,"3-Aug-21","GR","EPIL",3,"15-Nov-21","11/17/2021","54",NA,NA,NA,NA,0.1398
"55","11/17/2021",10.55,12.98,-0.018,15.19,18.21,20.02,-0.072,74.73,0.002,0.025,0.012,0.14,4.562,5.339,5.338,18.47,0.011,3.659,1.805,1.932,0.002,44.55,0.005,0.827,0.02,2.396,2.748,2.217,0,0.006,2.407,2.735,2.727,0.001,0.436,0.212,-0.009,16.63,18.64,"3-Aug-21","GR","EPIL",4,"15-Nov-21","11/17/2021","55",NA,NA,NA,NA,0.057
"56","11/17/2021",10.43,12.61,-0.014,15.34,18.06,20.16,-0.042,43.86,0.001,0.026,0.011,0.15,4.522,5.055,5.035,17.94,0.009,2.858,1.797,1.902,0.001,43.74,0.005,0.992,0.042,1.86,2.081,1.729,0.002,0.004,2.313,2.643,2.633,-0.001,0.367,0.189,-0.007,16.56,18.53,"3-Aug-21","GR","EPIL",5,"15-Nov-21","11/17/2021","56",NA,NA,NA,NA,0.2828
"57","11/17/2021",10.92,13.52,-0.012,16.15,19.45,21.49,-0.029,30.38,0.001,0.027,0.011,0.138,4.494,5.098,5.084,18.68,0.009,2.867,1.244,1.323,0.002,45.92,0.005,1.028,0.021,1.565,1.812,1.49,-0.001,0.003,1.966,2.266,2.274,0,0.37,0.201,-0.006,17.87,19.61,"3-Aug-21","GC","EPIP",3,"15-Nov-21","11/17/2021","57",NA,NA,NA,NA,0.0217
"58","11/17/2021",2.112,2.556,0.002,0.137,0.181,0.168,-0.091,93.03,0.002,0.002,0.003,0.117,3.693,3.849,3.836,6.727,0.005,2.478,3.486,3.724,0.001,0.504,0,1.528,0.013,6.131,7.18,5.781,0,0.008,1.283,1.505,1.503,0.002,0.157,0.149,-0.008,0.229,0.26,"3-Aug-21","GC","FILA",2,"15-Nov-21","11/17/2021","58",NA,NA,NA,NA,0.045
"59","11/17/2021",75.6,97.94,0.277,0.492,0.53,1.579,-0.402,422.2,0.009,0.072,0.152,1.765,111.5,168.2,174.1,107.9,0.182,63.02,20.83,26.93,0.012,4.196,0.123,17.05,0.307,67.35,84.84,67.26,-0.007,0.03,3.368,3.952,3.917,0.022,0.976,2.615,-0.039,3.06,3.468,"3-Aug-21","GC","FILA",3,"15-Nov-21","11/17/2021","59",NA,NA,NA,NA,1.1575
"60","11/17/2021",44.57,56.43,0.12,0.233,0.237,1.426,-0.632,652.5,0.014,0.038,0.083,1.586,64.54,84.12,85.5,37.46,0.104,36.71,29.72,42.67,0.012,3.359,0.053,14.69,0.201,27.21,32.07,25.87,0.001,0.047,3.913,4.543,4.524,0.035,1.292,1.918,-0.062,2.564,2.933,"3-Aug-21","GC","MOSS",2,"15-Nov-21","11/17/2021","60",NA,NA,NA,NA,0.6376
"61","11/17/2021",34.83,42.78,0.079,0.231,0.247,1.566,-0.871,892.8,0.015,0.036,0.053,1.503,48.62,60.44,60.96,46.43,0.078,31.35,35.51,53.6,0.013,4.335,0.02,24.12,0.195,30.05,36.3,29.45,0.005,0.055,3.153,3.702,3.645,0.05,1.662,1.253,-0.079,2.339,2.707,"3-Aug-21","GC","MOSS",5,"15-Nov-21","11/17/2021","61",NA,NA,NA,NA,0.6615
"62","11/17/2021",12.82,15.32,0.006,14.74,17.44,18.36,-0.113,116.2,0.003,0.025,0.013,0.422,8.825,9.598,9.544,18.46,0.014,4.695,2.203,2.419,0.003,42.91,0.008,1.055,0.047,2.555,2.802,2.299,0,0.005,2.623,2.996,3.002,0.002,0.464,0.359,-0.007,15.72,17.95,"3-Aug-21","DL","EPIL",1,"15-Nov-21","11/17/2021","62",NA,NA,NA,NA,0.1719
"63","11/17/2021",19.96,23.7,0.019,13.56,16.16,16.62,-0.414,424.5,0.008,0.028,0.023,0.763,18.57,20.75,20.66,20.01,0.033,10.89,4.686,5.292,0.005,40.71,0.016,2.134,0.092,6.357,7.03,5.828,0.002,0.009,3.856,4.364,4.455,0.021,0.931,0.703,-0.015,15,16.73,"3-Aug-21","DL","EPIL",2,"15-Nov-21","11/17/2021","63",NA,NA,NA,NA,0.1018
"64","11/17/2021",30.43,37.18,0.097,16.52,19.56,19.92,-0.278,288.4,0.01,0.04,0.037,1.706,33.27,38.04,38.22,24.93,0.043,14.22,8.17,9.327,0.007,47.23,0.025,2.675,0.19,8.666,9.459,7.955,-0.001,0.015,4.586,5.18,5.341,0.016,0.841,1.34,-0.021,18.19,20.6,"3-Aug-21","DL","EPIL",3,"15-Nov-21","11/17/2021","64",NA,NA,NA,NA,0.1502
"65","11/17/2021",14.47,17.76,0.021,14.31,17.06,18.09,-0.115,119.4,0.003,0.026,0.018,0.538,12.81,14.08,14.04,18.6,0.017,5.984,4.662,5.156,0.003,41.58,0.009,1.53,0.066,3.277,3.723,3.03,0.001,0.009,2.734,3.193,3.215,0.004,0.484,0.52,-0.016,15.51,17.83,"3-Aug-21","DL","EPIL",4,"15-Nov-21","11/17/2021","65",NA,NA,NA,NA,0.0145
"66","11/17/2021",26.55,32.66,0.074,11.75,13.7,13.82,-0.852,872.4,0.018,0.039,0.038,1.381,30.15,35.23,35.19,21.99,0.057,19.42,21.83,28.36,0.012,37.29,0.032,6.507,0.168,15.6,16.96,13.98,0.004,0.033,3.135,3.706,3.657,0.047,1.691,1.238,-0.051,13.44,15.36,"3-Aug-21","DL","EPIL",5,"15-Nov-21","11/17/2021","66",NA,NA,NA,NA,0.0718
"67","11/17/2021",10.21,12.45,0.041,0.156,0.183,0.427,-0.277,285.2,0.005,0.008,0.015,0.675,17.06,18.78,18.73,11.29,0.025,8.373,5.847,6.524,0.005,1.052,0.007,3.016,0.148,12.04,14.54,11.7,0.001,0.013,2.42,2.796,2.792,0.013,0.489,0.721,-0.017,0.715,0.793,"3-Aug-21","GR","FILA",2,"15-Nov-21","11/17/2021","67",NA,NA,NA,NA,0.1557
"68","11/17/2021",16.75,20.63,0.071,0.122,0.121,0.725,-0.387,398.8,0.007,0.017,0.038,1.233,32.47,37.42,37.44,11.02,0.032,18.04,13.88,16.43,0.008,1.851,0.027,5.16,0.108,8.03,9.187,7.557,0.002,0.023,2.923,3.382,3.385,0.021,0.719,1.115,-0.029,1.15,1.288,"3-Aug-21","GR","MOSS",3,"15-Nov-21","11/17/2021","68",NA,NA,NA,NA,0.2403
"69","11/17/2021",29.17,36.9,0.153,0.096,0.092,1.51,-0.784,806.7,0.013,0.027,0.042,2.251,43.96,57.03,57.42,22.56,0.069,29.2,27.38,37.78,0.012,2.906,0.028,10.22,0.225,18.81,20.35,16.89,0.002,0.038,4.259,4.971,4.956,0.045,1.488,2.121,-0.061,2.479,2.844,"3-Aug-21","GR","MOSS",4,"15-Nov-21","11/17/2021","69",NA,NA,NA,NA,0.5389
"70","11/17/2021",21.15,25.4,0.065,14.89,17.71,19.49,-0.091,96.48,0.004,0.033,0.027,0.934,19.4,21.49,21.44,21.02,0.037,11.61,8.152,9.085,0.004,43.03,0.027,2.529,0.114,6.107,7.089,5.818,0,0.011,2.629,3.036,3.042,0.004,0.439,0.765,-0.017,16.14,18.2,"3-Aug-21","WS","EPIL",1,"15-Nov-21","11/17/2021","70",NA,NA,NA,NA,0.0819
"71","11/17/2021",18.14,21.7,0.037,16.37,19.6,21.5,-0.098,103,0.003,0.033,0.023,0.579,13.17,14.83,14.82,20.83,0.028,8.479,10.45,11.95,0.006,46.14,0.024,1.625,0.061,4.186,4.775,3.928,0,0.012,2.42,2.828,2.839,0.004,0.46,0.556,-0.018,17.6,20.88,"3-Aug-21","WS","EPIL",2,"15-Nov-21","11/17/2021","71",NA,NA,NA,NA,0.0566
"72","11/17/2021",48.66,63.43,0.523,12.88,15.28,18.3,-1.172,1204,0.055,0.116,0.126,2.927,52.56,67.42,68.07,30.68,0.127,39.78,70.16,268.7,0.135,42.29,0.362,17.56,0.245,35.8,42.93,34,0.006,0.125,3.188,3.687,3.624,0.07,1.822,1.99,-0.379,18.66,21.94,"3-Aug-21","WS","EPIL",3,"15-Nov-21","11/17/2021","72",NA,NA,NA,NA,0.5739
"73","11/17/2021",13.85,16.84,0.013,17.21,20.76,22.39,-0.061,63.97,0.003,0.031,0.016,0.332,7.277,7.763,7.735,19.47,0.017,5.166,8.246,9.274,0.006,48.39,0.015,1.009,0.035,2.761,3.23,2.601,0.001,0.012,1.428,1.642,1.642,0.001,0.425,0.301,-0.017,18.6,20.9,"3-Aug-21","WS","EPIL",4,"15-Nov-21","11/17/2021","73",NA,NA,NA,NA,0.0342
"74","11/17/2021",12.44,15.37,0.008,17.18,19.97,22.02,-0.054,56.73,0.001,0.029,0.014,0.268,6.802,7.233,7.206,20.26,0.016,4.729,5.39,5.919,0.003,46.53,0.011,1.297,0.033,2.971,3.437,2.814,0.001,0.008,1.633,1.889,1.882,0,0.391,0.279,-0.015,18.2,20.39,"3-Aug-21","WS","EPIL",5,"15-Nov-21","11/17/2021","74",NA,NA,NA,NA,0.0319
"75","11/17/2021",12.85,15.64,0.004,18.11,21.56,23.77,-0.076,78.32,0.003,0.033,0.016,0.185,5.168,5.482,5.477,20.46,0.013,4.089,14.03,16.25,0.01,49.73,0.027,1.274,0.019,2.736,2.975,2.524,0,0.015,1.158,1.351,1.353,0.001,0.445,0.214,-0.03,19.49,21.92,"3-Aug-21","WS","EPIP",3,"15-Nov-21","11/17/2021","75",NA,NA,NA,NA,0.0366
"76","11/17/2021",78.11,101.9,0.428,0.367,0.405,1.478,-0.282,307.6,0.008,0.049,0.117,2.814,106.1,151.2,156.3,51.9,0.217,66.63,25.64,33.51,0.022,3.638,0.103,11.49,0.291,39.94,50.36,40,-0.006,0.029,3.857,4.541,4.546,0.022,0.582,3.829,-0.048,2.881,3.237,"3-Aug-21","WS","FILA",1,"15-Nov-21","11/17/2021","76",NA,NA,NA,NA,1.105
"77","11/17/2021",73.05,93.35,0.143,12.62,15.06,16.3,-0.393,412.5,0.018,0.057,0.085,2.606,72.23,92.4,94.22,31.1,0.103,35.4,17.9,22.48,0.008,41.12,0.058,6.099,0.375,18.61,22.02,17.78,-0.005,0.029,4.738,5.566,5.587,0.021,1.167,2.363,-0.033,16.95,18.82,"17-Aug-21","BG","EPIL",1,"15-Nov-21","11/17/2021","77",NA,NA,NA,NA,0.3544
"78","11/17/2021",32.41,40.04,0.031,14.6,17.23,18.04,-0.318,329.2,0.007,0.035,0.035,0.864,31.69,36.62,36.72,23.38,0.046,16.1,6.999,7.965,0.005,42.74,0.023,3.197,0.136,8.552,9.754,7.992,0,0.018,3.272,3.754,3.736,0.016,0.9,1.152,-0.018,16.41,18.91,"17-Aug-21","BG","EPIL",2,"15-Nov-21","11/17/2021","78",NA,NA,NA,NA,0.1771
"79","11/17/2021",63.82,79.79,0.111,13.01,15.24,16.28,-0.596,617.8,0.015,0.05,0.071,2.052,62.11,78.14,79.35,29.77,0.096,33.96,13.26,16.03,0.009,41.5,0.049,6.196,0.298,17.3,20.48,16.5,-0.003,0.028,4.265,4.924,4.902,0.033,1.514,2.242,-0.029,16.05,18.19,"17-Aug-21","BG","EPIL",3,"15-Nov-21","11/17/2021","79",NA,NA,NA,NA,0.3805
"80","11/17/2021",16.81,20.89,-0.009,16.29,19.65,20.32,-0.112,115.9,0.003,0.029,0.016,0.336,11.82,13.28,13.24,21.46,0.02,6.587,3.615,4.101,0.002,47.59,0.01,1.334,0.053,3.52,4.045,3.301,0,0.008,2.494,2.877,2.882,0.004,0.541,0.458,-0.013,16.88,19.85,"17-Aug-21","BG","EPIL",4,"15-Nov-21","11/17/2021","80",NA,NA,NA,NA,0.0578
