"SampleID","Date","Al","Alr","As","B","Br","Ba","Be","Car","Cd","Co","Cr","Cu","Fe","Fer","Fer.1","Kr","Lir","Mgr","Mn","Mnr","Mo","Nar","Ni","P","Pb","S","Sr","S.1","Sb","Se","Si","Sir","Sir.1","Sn","Srr","Ti","Tl","Zn","Znr","SAMPLING_DATE","SITE","SAMPLE_DESCRIPTOR","FIELD.REP","DIGEST_DATE","OES_DATE","ICP_NUMBER","LAB.DUPLICATE","LAB.SPIKE","ICP.DUPLICATE","ICP.SPIKE","DRY_MASS"
"28","7/15/2021",39.99,43.89,0.056,31.27,35.1,37.75,0.001616,97.05,0.003903,0.02413,0.03493,0.5371,21.14,23.54,23.54,37.65,0.02491,11.15,2.908,3.176,0.003837,82.83,0.02623,2.92,0.08736,3.401,3.815,5.323,0.006393,-0.01885,4.705,5.223,5.31,-0.03678,0.8243,0.8873,-0.02126,32.24,37.18,"7-Jul-21","BN","EPIP",4,"13-Jul-21","7/15/2021","28",NA,NA,NA,NA,0.0954
"29","7/15/2021",98.65,115.7,0.271,20.41,22.61,25.53,0.007326,200.5,0.02008,0.06466,0.1068,3.074,89.96,115.9,118,40.35,0.1032,43.42,15.24,18.03,-0.000896,61.14,0.09039,8.359,0.5048,9.394,10.55,13.31,0.001713,-0.009214,6.825,7.731,7.772,-0.04154,0.985,3.393,-0.09044,26.01,29.64,"7-Jul-21","BN","EPIP",5,"13-Jul-21","7/15/2021","29",NA,NA,NA,NA,0.3689
"30","7/15/2021",53.05,59.64,0.121,21.57,24.03,26.63,0.003537,84.61,0.0103,0.03528,0.06077,1.512,49.45,54.03,57.1,32.11,0.05088,20.96,5.012,5.416,0.002053,61.17,0.04834,3.897,0.2347,5.111,5.749,6.91,0.005507,-0.01323,5.864,6.471,6.653,-0.03586,0.6307,1.933,-0.03647,24.9,27.81,"7-Jul-21","BG","EPIP",2,"13-Jul-21","7/15/2021","30",NA,NA,NA,NA,0.1757
"31","7/15/2021",37.92,41.47,0.066,26.45,29.06,32.55,0.001886,42.51,0.005303,0.0243,0.039,0.77,26.16,28.25,28.27,31.47,0.02863,10.73,4.149,4.377,-0.001295,72.51,0.0297,1.809,0.1256,2.948,3.307,3.897,0.005851,-0.01237,3.943,4.374,4.453,-0.03128,0.5742,0.9737,-0.0271,29.12,32.06,"7-Jul-21","BG","EPIP",3,"13-Jul-21","7/15/2021","31",NA,NA,NA,NA,0.0699
"32","7/15/2021",55.94,60.34,0.11,26.95,29.61,31.91,0.003235,77.9,0.008807,0.03568,0.05727,1.297,44.71,49.37,51.76,35.91,0.04865,18.91,8.249,9.244,-0.001639,73.62,0.04584,3.866,0.2168,4.851,5.292,6.505,0.004203,-0.01356,5.551,6.176,6.25,-0.03484,0.6875,1.724,-0.0509,29.17,33.29,"7-Jul-21","BG","EPIP",4,"13-Jul-21","7/15/2021","32",NA,NA,NA,NA,0.1482
"33","7/15/2021",43.18,47.73,0.067,32.11,36.32,38.32,0.001906,64.44,0.004835,0.02657,0.03777,0.6989,25.85,29.16,29.13,37.84,0.03018,12.04,4.676,5.186,-0.001612,85.37,0.02951,2.566,0.1111,3.047,3.476,4.372,0.007386,-0.01835,5.12,5.78,5.857,-0.03439,0.7825,1.039,-0.02694,33.89,39.06,"7-Jul-21","BG","EPIP",5,"13-Jul-21","7/15/2021","33",NA,NA,NA,NA,0.0864
"34","7/15/2021",22.47,24.44,0.023,26.15,29.11,32.68,0.000689,67.6,0.002476,0.01623,0.02409,0.2344,8.151,8.658,8.664,29.57,0.01135,4.758,2.098,2.228,-0.000406,70.73,0.01733,1.413,0.0348,1.737,1.969,3.069,0.004027,-0.01847,3.911,4.314,4.393,-0.03547,0.5777,0.3063,-0.01512,27.71,30.68,"7-Jul-21","GC","EPIL",1,"13-Jul-21","7/15/2021","34",NA,NA,NA,NA,0.0298
"37","7/15/2021",31.92,34.83,0.046,31.22,34.73,37.37,0.001503,98.36,0.004454,0.02299,0.02903,0.3967,15.16,16.33,16.33,35.15,0.0185,7.699,5.122,5.58,-0.000109,81.58,0.02335,2.126,0.06346,3.291,3.764,5.222,0.004891,-0.01571,3.603,3.987,4.108,-0.0361,0.7802,0.6339,-0.02662,32.79,37,"7-Jul-21","GC","EPIL",2,"13-Jul-21","7/15/2021","37",NA,NA,NA,NA,0.0557
"38","7/15/2021",28.13,30.55,0.025,31.05,34.43,39.06,0.000636,29.25,0.001338,0.01645,0.02119,0.1641,5.139,5.4,5.395,32.32,0.009132,3.776,0.9608,1.007,-0.000749,79.28,0.01419,0.6727,0.02748,1.082,1.212,1.688,0.008121,-0.01564,3.312,3.66,3.725,-0.0267,0.6552,0.184,-0.007953,32.92,36.93,"7-Jul-21","GC","EPIL",4,"13-Jul-21","7/15/2021","38",NA,NA,NA,NA,0.0136
"39","7/15/2021",36.28,40.02,0.048,31.87,36.08,37.73,0.001226,151.1,0.004808,0.02349,0.03217,0.4206,15.8,17.34,17.34,35.95,0.01935,8.315,4.64,5.104,-0.000475,85.09,0.02436,2.507,0.06884,3.171,3.49,6.073,0.004618,-0.0124,3.765,4.181,4.257,-0.03995,0.8775,0.6332,-0.02667,32.93,37.62,"7-Jul-21","GC","EPIL",5,"13-Jul-21","7/15/2021","39",NA,NA,NA,NA,0.0639
"40","7/15/2021",30.73,33.25,0.027,32.3,36.13,39.41,0.00089,30.06,0.001413,0.01851,0.02492,0.2351,9.922,10.51,10.52,35.95,0.01382,5.5,1.812,1.909,-0.000936,84,0.01679,1.388,0.03691,1.524,1.743,2.171,0.007844,-0.01965,3.989,4.428,4.501,-0.02661,0.6904,0.4279,-0.01137,34.48,38.47,"7-Jul-21","GC","EPIP",2,"13-Jul-21","7/15/2021","40",NA,NA,NA,NA,0.0285
"41","7/15/2021",33.76,36.57,0.062,28,31.09,34.68,0.001475,47.03,0.003668,0.02185,0.03227,0.6572,20.71,22.72,22.73,33.23,0.02206,8.594,3.557,3.85,-0.001006,73.58,0.0237,1.892,0.1028,2.636,3.022,3.652,0.005199,-0.01987,4.511,4.984,5.124,-0.03132,0.6567,0.8184,-0.02118,29.68,33.91,"7-Jul-21","GC","EPIP",3,"13-Jul-21","7/15/2021","41",NA,NA,NA,NA,0.0623
"42","7/15/2021",29.95,32.83,0.042,28.82,32.31,36.05,0.001072,32.52,0.002386,0.01877,0.02603,0.4268,13.44,14.39,14.34,31.82,0.01565,6.096,3.517,3.761,-0.000639,75.65,0.01872,1.337,0.06287,1.741,1.967,2.434,0.005676,-0.01673,4.474,4.989,5.054,-0.02847,0.6473,0.4852,-0.02213,31.56,34.27,"7-Jul-21","GC","EPIP",4,"13-Jul-21","7/15/2021","42",NA,NA,NA,NA,0.035
"43","7/15/2021",24,26.16,0.067,0.5389,0.6287,0.5068,0.001795,106.9,0.004417,0.02101,0.03998,0.6675,41.46,47.07,47.25,97.27,0.0337,15.53,6.59,7.172,0.008102,2.323,0.03525,6.694,0.1575,52.17,60.43,54.73,0.003092,-0.01344,4.627,5.147,5.144,-0.03838,0.3316,1.348,-0.03897,1.051,1.123,"7-Jul-21","GC","FILA",2,"13-Jul-21","7/15/2021","43",NA,NA,NA,NA,0.3632
"44","7/15/2021",59.02,66.23,0.244,0.5374,0.6054,1.122,0.004663,219.8,0.01397,0.04714,0.07766,2.078,79.37,99.2,100.6,93.2,0.07564,31.99,17.37,20.82,0.008125,2.496,0.06187,12.88,0.3897,52.33,62.11,56.76,0.001916,-0.003438,6.396,7.22,7.275,-0.03878,0.6461,2.754,-0.1016,3.127,3.424,"7-Jul-21","GC","FILA",3,"13-Jul-21","7/15/2021","44",NA,NA,NA,NA,0.5779
"45","7/15/2021",55.38,61.84,0.195,0.6514,0.7295,1.031,0.004119,176.1,0.01236,0.04071,0.06919,1.925,73.66,90.74,91.84,154.5,0.07554,32.71,15.88,18.83,0.01106,2.946,0.06076,13.38,0.2842,77.53,91.36,81.01,0.003006,-0.005111,6.039,6.826,6.839,-0.03746,0.5752,2.587,-0.09013,2.617,2.776,"7-Jul-21","GC","FILA",4,"13-Jul-21","7/15/2021","45",NA,NA,NA,NA,0.4751
"46","7/15/2021",24.15,27.03,0.084,0.1919,0.219,0.617,0.001825,153.2,0.007112,0.01948,0.03077,1.201,34.63,38.28,38.46,26,0.03159,14.97,6.007,6.502,0.001722,1.177,0.02913,5.425,0.1373,14.85,17.53,18.13,0.00142,-0.01504,4.755,5.364,5.357,-0.04022,0.3798,1.251,-0.04002,1.646,1.764,"7-Jul-21","BG","FILA",1,"13-Jul-21","7/15/2021","46",NA,NA,NA,NA,0.2345
"49","7/15/2021",35.6,39.49,0.119,0.7161,0.8058,0.8251,0.003475,151.5,0.01388,0.02813,0.04218,1.633,45.36,51.09,51.4,89.72,0.04385,21.6,9.234,10.2,0.00322,2.095,0.04108,7.487,0.2377,56.95,66.2,60.87,0.003545,-0.002353,5.478,6.195,6.195,-0.03964,0.533,1.576,-0.05389,2.831,2.95,"7-Jul-21","BN","FILA",1,"13-Jul-21","7/15/2021","49",NA,NA,NA,NA,0.2588
"50","7/15/2021",38.23,42.39,0.128,0.8632,0.9646,0.8831,0.003251,208.2,0.0116,0.0262,0.04525,1.394,44.01,51.06,51.31,95.09,0.04571,23.56,11.36,12.79,0.004229,2.047,0.03881,9.901,0.2251,65.61,77.05,70.05,0.003103,-0.002962,6.361,7.167,7.19,-0.0401,0.6308,1.568,-0.06471,2.658,2.813,"7-Jul-21","BN","FILA",2,"13-Jul-21","7/15/2021","50",NA,NA,NA,NA,0.311
"51","7/15/2021",44.42,49.16,0.136,0.691,0.7607,0.8826,0.003375,193.1,0.01299,0.03115,0.05111,1.486,50.5,59,59.38,86,0.05115,24.89,13.46,15.46,0.003232,2.004,0.04445,9.134,0.2514,56.55,65.96,60.95,0.00208,-0.001867,5.527,6.109,6.133,-0.03943,0.5921,1.743,-0.07743,3.187,3.402,"7-Jul-21","BN","FILA",3,"13-Jul-21","7/15/2021","51",NA,NA,NA,NA,0.3369
"52","7/15/2021",19.05,20.49,0.075,0.6648,0.7367,0.4398,0.001317,189.9,0.005549,0.01201,0.02123,0.5334,24.02,26.28,26.33,103.1,0.0226,14.61,4.327,4.652,0.004048,1.705,0.02008,6.825,0.08794,61.17,71.67,65.38,0.00322,-0.009735,4.13,4.602,4.622,-0.04123,0.5159,0.8835,-0.02613,1.184,1.27,"7-Jul-21","BN","FILA",4,"13-Jul-21","7/15/2021","52",NA,NA,NA,NA,0.2489
"53","7/15/2021",86.66,99.18,0.259,0.4339,0.4912,1.694,0.006652,236.8,0.02336,0.06489,0.102,2.87,93.44,123.7,125.9,67.56,0.1125,45.52,16.58,19.79,0.001718,2.56,0.09231,12.66,0.4601,39.93,47.93,44.86,0.001817,-0.008849,6.743,7.769,7.814,-0.04049,0.7885,3.579,-0.09916,6.013,6.639,"7-Jul-21","BN","FILA",5,"13-Jul-21","7/15/2021","53",NA,NA,NA,NA,0.6047
"54","7/15/2021",28.51,31.23,0.043,28.32,31.77,33.93,0.000953,141.6,0.00745,0.02066,0.03279,0.4125,13.25,14.38,14.42,33.51,0.01614,7.95,2.525,2.714,-0.000934,78.17,0.02399,2.147,0.06882,3.059,3.484,5.793,0.008261,-0.01676,3.517,3.896,3.986,-0.03891,0.7719,0.5031,-0.01503,29.86,33.99,"7-Jul-21","BG","EPIL",1,"13-Jul-21","7/15/2021","54",NA,NA,NA,NA,0.0643
"55","7/15/2021",85.44,95.64,0.254,0.4865,0.5649,1.882,0.006383,172.9,0.02088,0.05901,0.0987,3.786,92.8,120.1,122.2,65.32,0.1083,44.05,13.89,16,0.000947,2.894,0.08696,11.3,0.4712,39.63,47.59,43.55,0.001165,-0.008528,6.384,7.254,7.304,-0.03955,0.6589,3.781,-0.08534,5.057,5.62,"7-Jul-21","BG","FILA",2,"13-Jul-21","7/15/2021","55",NA,NA,NA,NA,0.5258
"57","7/15/2021",64.11,71.73,0.349,0.6076,0.6757,1.275,0.004862,160.9,0.01796,0.0425,0.07519,2.842,72.98,89.21,90.33,112.8,0.08032,36.04,15.69,18.12,0.007013,2.621,0.0671,14.2,0.3353,64.5,77.18,67.97,0.002497,-0.009577,7.169,8.1,8.111,-0.03627,0.6175,2.568,-0.0881,3.829,4.184,"7-Jul-21","BG","FILA",4,"13-Jul-21","7/15/2021","57",NA,NA,NA,NA,0.4933
"58","7/15/2021",31.41,34.94,0.105,0.4364,0.4804,0.7114,0.002303,138.3,0.009457,0.02638,0.05099,1.127,39.04,43.95,44.08,78.78,0.03625,18.82,10.3,11.5,0.003717,2.143,0.03439,8.246,0.1669,45.51,53.1,48.93,0.003773,-0.0062,5.344,5.996,5.988,-0.03953,0.4465,1.371,-0.05914,1.933,2.051,"7-Jul-21","BG","FILA",5,"13-Jul-21","7/15/2021","58",NA,NA,NA,NA,0.3272
"1","7/19/2021",25.82,27.81,0.047,27.81,31.45,34.43,0.000944,51.59,0.003442,0.01631,0.02796,0.4759,9.974,10.81,10.76,30.74,0.01347,5.158,3.796,4.123,0.001007,77.5,0.01965,1.179,0.06941,2.098,2.33,3.086,0.006726,-0.01216,3.932,4.421,4.499,-0.03196,0.5499,0.3864,-0.01994,30.63,33.76,"7-Jul-21","DL","EPIL",1,"13-Jul-21","7/19/2021","1",NA,NA,NA,NA,0.0373
"2","7/19/2021",25.35,27.22,0.058,26.73,30.03,33.01,0.000846,74.35,0.004021,0.01695,0.02776,0.5674,10.92,11.76,11.72,30.08,0.01409,5.482,4.976,5.399,0.00221,74.63,0.02001,1.112,0.06814,2.373,2.541,3.802,0.008022,-0.01674,3.99,4.49,4.569,-0.03571,0.573,0.4422,-0.02487,29.66,32.27,"7-Jul-21","DL","EPIL",2,"13-Jul-21","7/19/2021","2",NA,NA,NA,NA,0.0432
"3","7/19/2021",30,32.54,0.072,28.37,31.94,34.45,0.001098,98.56,0.004001,0.01784,0.03197,0.6691,15.34,16.92,16.88,32.44,0.01833,6.992,3.868,4.212,0.000366,78.76,0.02163,1.451,0.1351,3.04,3.35,4.898,0.005731,-0.01772,4.535,5.235,5.276,-0.03625,0.6225,0.6457,-0.02332,30.77,34.3,"7-Jul-21","DL","EPIL",3,"13-Jul-21","7/19/2021","3",NA,NA,NA,NA,0.0594
"4","7/19/2021",29.81,32.28,0.078,27.36,31.25,32.81,0.001096,135.9,0.005995,0.01965,0.03209,0.7316,15.43,17.14,17.07,32.67,0.01856,7.436,7.031,7.996,0.00194,77.05,0.02395,1.813,0.1002,3.381,3.719,5.856,0.00633,-0.01695,4.478,5.116,5.226,-0.03929,0.6748,0.6115,-0.03632,29.42,33.77,"7-Jul-21","DL","EPIL",4,"13-Jul-21","7/19/2021","4",NA,NA,NA,NA,0.0619
"5","7/19/2021",47.36,52.73,0.158,28.8,32.32,33.87,0.002135,235,0.009726,0.0259,0.04445,1.534,31.89,36.75,36.71,36.91,0.03515,13.63,8.689,9.936,0.002579,78.1,0.03257,3.141,0.1943,6.275,6.887,10.55,0.005497,-0.01188,6.982,7.873,8.01,-0.03963,0.9159,1.335,-0.05042,30.28,34.9,"7-Jul-21","DL","EPIL",5,"13-Jul-21","7/19/2021","5",NA,NA,NA,NA,0.1292
"6","7/19/2021",30.1,33.01,0.064,27.52,31.11,33.89,0.001434,75.42,0.003411,0.01939,0.03298,0.4707,13.39,14.77,14.71,31.88,0.02388,8.604,7.202,8.096,0.004236,76.43,0.0323,2.441,0.05345,3.257,3.597,4.704,0.007073,-0.01281,3.911,4.44,4.498,-0.03523,0.6186,0.5547,-0.03811,29.62,33.78,"7-Jul-21","WS","EPIL",1,"13-Jul-21","7/19/2021","6",NA,NA,NA,NA,0.0563
"7","7/19/2021",42.2,44.07,0.09,33.67,37.53,39.91,0.001752,95.47,0.004308,0.02446,0.03896,0.6129,16.17,17.83,17.76,36.6,0.02978,10.59,11.85,13.64,0.006494,88.01,0.04014,2.254,0.0671,3.655,3.898,5.404,0.007524,-0.009715,4.511,5.109,5.201,-0.03482,0.782,0.692,-0.06431,35.31,40.15,"7-Jul-21","WS","EPIL",2,"13-Jul-21","7/19/2021","7",NA,NA,NA,NA,0.0632
"8","7/19/2021",32.51,34.81,0.024,35.09,39.4,43.16,0.000565,32.5,0.000983,0.01637,0.03105,0.1422,3.944,4.281,4.281,35.83,0.01086,4.587,2.912,3.213,0.003055,92.66,0.02133,0.4788,0.01697,1.136,1.23,1.751,0.007063,-0.02008,2.898,3.263,3.342,-0.02617,0.6593,0.1792,-0.01606,36.98,42.85,"7-Jul-21","WS","EPIL",3,"13-Jul-21","7/19/2021","8",NA,NA,NA,NA,0.0139
"9","7/19/2021",30.71,32.75,0.059,28.45,31.73,35.07,0.001358,53.16,0.003047,0.01907,0.03388,0.4193,12.44,13.59,13.53,31.49,0.02224,8.186,7.048,7.727,0.005664,77.5,0.03173,2.251,0.0461,2.952,3.241,4.003,0.005529,-0.01293,3.842,4.305,4.408,-0.03017,0.5777,0.5352,-0.03767,30.21,34.03,"7-Jul-21","WS","EPIL",4,"13-Jul-21","7/19/2021","9",NA,NA,NA,NA,0.0562
"10","7/19/2021",35.25,37.95,0.035,35.83,40.88,43.82,0.000849,35.27,0.001827,0.01814,0.02825,0.2078,5.736,6.195,6.184,38.44,0.01358,5.245,5.742,6.407,0.004106,93.42,0.026,1.524,0.07021,1.93,2.107,2.615,0.007053,-0.01638,2.834,3.226,3.255,-0.02782,0.762,0.2136,-0.0326,38.49,44.19,"7-Jul-21","WS","EPIL",5,"13-Jul-21","7/19/2021","10",NA,NA,NA,NA,0.0216
"13","7/19/2021",24.36,25.82,0.033,24.02,26.99,30.36,0.001146,37.74,0.002741,0.01477,0.02736,0.2987,10.47,11.34,11.28,27.28,0.01375,5.579,1.663,1.801,0.000155,67.57,0.01907,0.8346,0.05108,1.485,1.647,2.265,0.006737,-0.0156,4.359,4.964,5.045,-0.02996,0.4933,0.4142,-0.00922,26.97,29.79,"7-Jul-21","BN","EPIL",1,"13-Jul-21","7/19/2021","13",NA,NA,NA,NA,0.03
"14","7/19/2021",43.2,46.81,0.078,25.68,28.63,31.35,0.002253,134.9,0.006618,0.02547,0.04594,0.7895,29.19,32.82,32.75,34.08,0.03304,13.91,5.29,5.854,-0.000411,72.37,0.03522,2.54,0.1344,3.891,4.259,6.555,0.005242,-0.01416,4.824,5.434,5.548,-0.03736,0.7313,1.214,-0.03193,28.53,32.07,"7-Jul-21","BN","EPIL",2,"13-Jul-21","7/19/2021","14",NA,NA,NA,NA,0.1057
"15","7/19/2021",101.4,117.6,0.248,23.92,26.69,28.26,0.006685,449.9,0.02449,0.0615,0.1065,2.705,81.78,106,107.2,47.25,0.1005,42.56,16.6,20.24,-0.000779,70.51,0.08744,8.951,0.4389,13.96,15.63,21.76,0.004179,0.001716,8.081,9.316,9.382,-0.0464,1.423,3.408,-0.1013,29.05,32.94,"7-Jul-21","BN","EPIL",3,"13-Jul-21","7/19/2021","15",NA,NA,NA,NA,0.3928
"16","7/19/2021",131.2,157,0.33,22.29,25.09,26.73,0.00893,483.2,0.03085,0.07992,0.1411,3.818,103.7,147,149.8,50.75,0.1414,57.84,16.51,20.48,-0.001075,68.61,0.1149,10.3,0.5705,14.91,16.6,23.59,0.00194,-0.0009,7.302,8.371,8.454,-0.04634,1.563,4.616,-0.1008,27.68,32.17,"7-Jul-21","BN","EPIL",4,"13-Jul-21","7/19/2021","16",NA,NA,NA,NA,0.5362
"17","7/19/2021",66.46,74.49,0.15,24.17,27.32,29.17,0.004011,224.2,0.01497,0.04016,0.06693,1.71,53.03,63.61,63.89,37.41,0.05835,24.35,8.791,9.989,-0.000957,70.41,0.05688,4.264,0.2809,7.452,8.106,11.65,0.007276,-0.009591,8.941,10.11,10.32,-0.04045,0.9397,2.027,-0.05205,28.07,31.79,"7-Jul-21","BN","EPIL",5,"13-Jul-21","7/19/2021","17",NA,NA,NA,NA,0.1822
"18","7/19/2021",25.5,27.43,0.042,28.74,32.4,34.89,0.000632,117.8,0.004306,0.01686,0.02765,0.323,8.232,8.84,8.829,32.45,0.01151,5.407,6.083,6.775,0.000367,78.97,0.02079,1.371,0.04617,2.222,2.401,4.402,0.007844,-0.01694,3.555,4.003,4.064,-0.03655,0.6857,0.3198,-0.03299,31.36,34.98,"7-Jul-21","GR","EPIL",1,"13-Jul-21","7/19/2021","18",NA,NA,NA,NA,0.0402
"19","7/19/2021",26.73,28.66,0.096,27.32,30.74,32.78,0.000833,147.9,0.006789,0.02055,0.02936,0.5146,13.02,14.32,14.27,32.85,0.01425,6.804,9.475,10.76,0.002069,75.86,0.02384,2.505,0.06838,3.699,4.062,6.384,0.0075,-0.01224,4.356,4.941,5.058,-0.03853,0.7213,0.4367,-0.04944,29.43,33.49,"7-Jul-21","GR","EPIL",2,"13-Jul-21","7/19/2021","19",NA,NA,NA,NA,0.0615
"20","7/19/2021",28.78,30.65,0.021,33.3,37.43,40.58,0.000426,46.54,0.001704,0.01502,0.02686,0.1244,3.421,3.665,3.666,34.79,0.008299,3.742,1.928,2.086,-0.000214,88.95,0.01728,0.6758,0.01654,1.037,1.128,1.923,0.006203,-0.01567,2.486,2.802,2.864,-0.03137,0.6566,0.1302,-0.01153,35.44,40.55,"7-Jul-21","GR","EPIL",3,"13-Jul-21","7/19/2021","20",NA,NA,NA,NA,0.0133
"21","7/19/2021",44.15,48.38,0.16,25.53,28.61,29.64,0.002132,352.5,0.01377,0.02943,0.04977,1.428,34.55,40.17,40.13,35.82,0.03624,16.4,10.63,12.36,0.002098,73.01,0.0396,4.62,0.1932,7.611,8.371,14.05,0.005405,-0.008285,6.105,6.838,7,-0.04557,1.061,1.511,-0.06068,27.33,31.56,"7-Jul-21","GR","EPIL",4,"13-Jul-21","7/19/2021","21",NA,NA,NA,NA,0.1674
"22","7/19/2021",43.63,47.3,0.141,27.05,30.34,31.73,0.001958,216,0.01185,0.0283,0.04814,1.322,33.24,38.34,38.29,36.21,0.03406,14.4,10.55,12.16,0.002367,75.95,0.03789,4.264,0.1829,6.283,6.961,10.27,0.005214,-0.01304,6.349,7.206,7.363,-0.04039,0.8504,1.443,-0.06142,29.57,33.88,"7-Jul-21","GR","EPIL",5,"13-Jul-21","7/19/2021","22",NA,NA,NA,NA,0.1335
"25","7/19/2021",-0.002,-0.002,0.006,0.07555,0.07181,0.000955,0.000722,-0.00245,-0.000628,0.000837,-0.000055,0.00334,-0.000139,0.000185,0.000749,0.01558,-0.000355,-0.000044,-0.000912,-0.001115,-0.001655,0.002823,0.000199,-0.002275,0.002403,-0.005383,-0.02795,-0.000318,-0.003279,0.008084,-0.00105,0.001341,0.00301,-0.000682,-0.000081,-0.000119,0.003129,0.000072,0.000403,"7-Jul-21","BG","EPIL",2,"13-Jul-21","7/19/2021","25",NA,NA,NA,NA,0.0707
"26","7/19/2021",34.66,37.06,0.055,25.07,27.81,31.42,0.001841,59.65,0.005381,0.021,0.03805,0.6424,22.5,24.44,24.34,30.22,0.02584,10.21,2.7,2.916,-0.000321,69.88,0.02852,1.57,0.1043,2.561,2.813,3.806,0.005766,-0.01784,5.729,6.539,6.602,-0.0331,0.5733,0.9609,-0.01712,28.48,31.49,"7-Jul-21","BG","EPIL",3,"13-Jul-21","7/19/2021","26",NA,NA,NA,NA,0.0326
"27","7/19/2021",55.62,61.22,0.12,27.13,30.43,32.41,0.003176,119.1,0.01063,0.0316,0.05715,1.327,42.06,47.6,48.69,36.85,0.04739,18.21,6.903,7.744,-0.00107,76.12,0.04572,2.954,0.21,5.935,6.563,8.289,0.005822,-0.01662,7.55,8.558,8.683,-0.03715,0.7689,1.695,-0.04214,30.3,34.38,"7-Jul-21","BG","EPIL",4,"13-Jul-21","7/19/2021","27",NA,NA,NA,NA,0.0343
"28","7/19/2021",22.89,24.39,0.026,22.19,24.7,28.52,0.000897,43.44,0.002777,0.01443,0.026,0.3045,10.85,11.79,11.76,25.8,0.01352,5.632,2.298,2.494,-0.000335,62.73,0.01883,0.9142,0.05309,1.548,1.653,2.428,0.006782,-0.01546,4.388,5.008,5.09,-0.03121,0.474,0.4429,-0.01456,24.98,28.07,"7-Jul-21","BG","EPIL",5,"13-Jul-21","7/19/2021","28",NA,NA,NA,NA,0.036
"11","11/17/2021",90.63,124.4,0.198,0.367,0.425,2.329,-1.618,1663,0.025,0.046,0.089,2.961,79.31,114.6,117.4,86.31,0.17,64.06,20.67,28.13,0.024,5.207,0.06,13.75,0.387,78.97,94.07,76.35,0.005,0.049,4.546,5.263,5.183,0.098,3.321,3.515,-0.053,5.209,5.953,"20-Jul-21","BN","FILA",1,"15-Nov-21","11/17/2021","11",NA,NA,NA,NA,0.9929
"12","11/17/2021",85.17,109.3,0.203,0.503,0.571,2.078,-1.448,1490,0.022,0.045,0.092,2.343,83.82,121.3,124.6,94.88,0.159,59.21,17.63,22.81,0.025,4.794,0.063,13.71,0.324,88.36,104.9,87.21,0,0.035,4.982,5.65,5.61,0.088,3.051,3.893,-0.046,4.682,5.338,"20-Jul-21","BN","FILA",2,"15-Nov-21","11/17/2021","12",NA,NA,NA,NA,1.1561
"13","11/17/2021",NA,185,0.403,0.519,0.581,2.55,-0.948,991.9,0.024,0.071,0.143,4.023,114.6,177.2,184.5,98.1,0.209,82.09,22.8,30.58,0.019,4.519,0.103,13.48,0.588,77.88,94.65,77.61,-0.004,0.024,5.763,6.699,6.672,0.066,2.331,5.39,-0.046,7.411,8.402,"20-Jul-21","BN","FILA",3,"15-Nov-21","11/17/2021","13",NA,NA,NA,NA,1.0669
"14","11/17/2021",74.44,98.04,0.138,0.617,0.708,2.013,-1.644,1687,0.021,0.037,0.069,1.991,66.27,91.51,93.17,89.56,0.148,56.51,18.55,25.1,0.024,5.188,0.048,11.11,0.276,86.69,102.8,85.18,0.007,0.043,4.692,5.385,5.28,0.101,3.352,3.08,-0.053,3.969,4.565,"20-Jul-21","BN","FILA",4,"15-Nov-21","11/17/2021","14",NA,NA,NA,NA,0.9327
"15","11/17/2021",59.7,74.63,0.11,0.804,0.909,1.749,-1.661,1699,0.02,0.028,0.052,1.827,52.7,68.82,69.67,123.6,0.123,49.14,17.74,23.73,0.024,4.654,0.031,11.11,0.23,117.6,137.4,116.3,0.009,0.041,5.585,6.287,6.175,0.1,3.236,2.202,-0.051,3.431,3.87,"20-Jul-21","BN","FILA",5,"15-Nov-21","11/17/2021","15",NA,NA,NA,NA,0.8539
"16","11/17/2021",100.2,137.8,0.283,0.433,0.497,2.418,-1.379,1420,0.028,0.054,0.109,3.125,86.31,127.9,131.4,98.24,0.179,69.11,35.68,55.88,0.023,5.137,0.084,15.61,0.448,86.55,100.9,84.69,0.005,0.045,4.946,5.58,5.546,0.083,3.25,3.295,-0.089,4.967,5.563,"20-Jul-21","BG","FILA",1,"15-Nov-21","11/17/2021","16",NA,NA,NA,NA,0.824
"17","11/17/2021",NA,265,0.631,0.677,0.831,3.923,-1.015,1067,0.051,0.102,0.205,7.78,134.9,243.8,258.8,153.2,0.283,98.77,47.08,88.23,0.022,6.617,0.139,24.22,0.896,122,152.9,124.6,-0.004,0.025,6.928,7.971,7.912,0.072,2.71,6.316,-0.119,9.461,10.86,"20-Jul-21","BG","FILA",2,"15-Nov-21","11/17/2021","17",NA,NA,NA,NA,1.3175
"18","11/17/2021",NA,292.8,0.652,0.623,0.808,4.388,-1.248,1308,0.05,0.112,0.228,7.354,141.3,264.5,282.9,163.1,0.316,113.3,46.92,87.78,0.024,8.111,0.145,26.49,0.871,131.1,169.3,134.8,-0.007,0.025,7.008,8.092,8.011,0.086,3.252,7.655,-0.119,9.982,11.88,"20-Jul-21","BG","FILA",3,"15-Nov-21","11/17/2021","18",NA,NA,NA,NA,1.5859
