NA,PROJECT,SAMPLING_DATE,SITE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,Al,Alr,As,B,Br,Ba,Be,Car,Cd,Co,Cr,Cu,Fe,Fer,Fer.1,Kr,Lir,Mgr,Mn,Mnr,Mo,r,Ni,P,Pb,S,Sr,S.1,Sb,Se,Si,Sir,Sir.1,Sn,Srr,Ti,Tl,Zn,Znr,Al.1,Alr.1,As.1,B.1,Br.1,Ba.1,Be.1,Car.1,Cd.1,Co.1,Cr.1,Cu.1,Fe.1,Fer.2,Fer.1.1,Kr.1,Lir.1,Mgr.1,Mn.1,Mnr.1,Mo.1,r.1,Ni.1,P.1,Pb.1,S.2,Sr.1,S.1.1,Sb.1,Se.1,Si.1,Sir.2,Sir.1.1,Sn.1,Srr.1,Ti.1,Tl.1,Zn.1,Znr.1
217,LTREB,6/22/2021,BN,4,EPIP,-0.212791209,30.64193404,1.276092509,0.940810006,25.13879004,27.22064057,0.039501779,12.50533808,13.32384342,14.4341637,0.001006406,23.17081851,0.002359431,0.012708185,0.024523132,0.361209964,15.51957295,16.70818505,17.77580071,15.06049822,0.017281139,6.903914591,1.399288256,1.485053381,0.000308571,32.70106762,0.016708185,1.396085409,0.06455516,1.174377224,1.300355872,1.76227758,0.001657295,0.00231763,5.085409253,5.516014235,5.565836299,0.000748591,0.262775801,0.707829181,0.000552268,12.93594306,14.20284698,-5.349313525,-5.792313017,-0.008405631,-2.661026009,-2.83519675,-3.071463145,-0.000214154,-4.930546484,-0.000502066,-0.00270419,-0.005218307,-0.076862305,-3.302428691,-3.555354897,-3.782534124,-3.204741624,-0.003677274,-1.469092333,-0.29775624,-0.316006304,-6.56612E-05,-6.958499714,-0.003555355,-0.297074702,-0.013736771,-0.249897149,-0.276704298,-0.374997177,-0.000352658,-0.000493171,-1.082130383,-1.173759338,-1.184361035,-0.000159294,-0.05591638,-0.150619827,-0.000117518,-2.752654963,-3.02224098
7,LTREB,6/22/2021,BG,2,EPIL,20.66530007,170.355731,16.80641334,40.98460408,,19.06815313,0.047013042,0.066712242,0.071592343,0.338977703,0.001070677,35.00210349,0.003708456,0.007741902,0.015755154,0.514829617,12.36853176,18.06899453,18.67900715,3.703197308,0.017690366,6.456668069,1.273664283,1.485065208,9.12E-05,2.009886411,0.012726125,1.136937316,0.08083719,1.955195625,2.108750526,2.685107278,0.000211017,0.000684954,1.976230543,2.143458141,2.180269247,0.000221239,0.101272613,0.566049642,0.000163218,0.791543963,0.870214556,,394.0491062,0.97153862,1.378628499,1.479477251,7.00507595,0.022125861,723.3289717,0.076636356,0.159988728,0.325584985,10.63910852,255.5994202,373.4011939,386.0072878,76.52768359,0.365576722,133.4289831,26.3206546,30.68931815,0.001884578,41.53490579,0.262989192,23.4951508,1.670524788,40.40470429,43.57796239,55.48854762,0.00436073,0.01415478,40.83939718,44.29520567,45.05591822,0.00457197,2.092828937,11.69758571,0.003372949,16.35749351,17.98324493
37,LTREB,7/7/2021,BN,3,EPIL,,,8.630144987,10.30477613,12.90733198,14.9694501,0.031568228,3.044806517,3.397403259,3.597250509,0.000850942,57.26832994,0.003117363,0.007828411,0.013556517,0.344322811,10.4098778,13.49287169,13.64562118,6.014511202,0.01279277,5.417515275,2.113034623,2.576374745,0.000110372,8.975305499,0.011130346,1.13938391,0.055868126,1.776985743,1.989562118,2.769857434,0.00053195,0.000828989,1.02864053,1.185845214,1.194246436,0.000267762,0.181135438,0.433808554,0.00019754,3.697810591,4.192973523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,DRONE,9/9/2021,GC,2,EPIL,12.36761211,41.32124667,55.4337467,59.24726154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,DRONE,9/9/2021,GC,7,EPIL,18.87762008,59.3757623,60.94082994,60.80668106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,DRONE,9/9/2021,GC,8,EPIL,15.00528775,58.71634339,36.0561842,50.95378183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,DRONE,9/9/2021,GC,9,EPIL,5.745362632,10.54368747,8.65592546,11.88926339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,DRONE,9/9/2021,GC,10,EPIL,6.049934665,21.47495892,7.070572497,13.38992784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,DRONE,9/9/2021,GC,11,EPIL,15.74654944,51.8146593,54.65542193,58.67105483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,DRONE,9/9/2021,GC,12,EPIL,17.28519356,68.35508363,38.93751746,56.73671572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,DRONE,9/9/2021,GC,13,EPIL,0.869871754,3.311124741,0.318695756,2.642918161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,DRONE,9/9/2021,GC,14,EPIL,5.555955073,16.66786522,14.15996883,21.20032386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,DRONE,9/9/2021,GC,15,EPIL,3.953005914,11.9817819,5.909866605,11.90824003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,DRONE,9/9/2021,GC,16,EPIL,19.53002389,65.07201927,57.38628141,54.2169786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,DRONE,9/9/2021,GC,17,EPIL,4.793648106,14.04538895,14.37135702,17.95904119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,DRONE,9/9/2021,GC,18,EPIL,6.134700393,21.44046804,16.66283773,18.81944456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,DRONE,9/9/2021,GC,19,EPIL,4.072262525,11.98002813,6.894435159,13.54866034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,DRONE,9/9/2021,GC,20,EPIL,6.629264576,18.05685399,14.62226358,18.0309102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,LTREB,6/22/2021,GR,5,EPIL,23.21411784,95.42867278,48.55030185,84.8720154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,LTREB,8/17/2021,GR,5,EPIL,9.902975478,23.27199237,32.1846703,42.12370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,LTREB,9/22/2021,GR,3,EPIL,26.30485169,162.2907104,39.50375253,106.626272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,LTREB,6/22/2021,WS,5,EPIL,9.952081141,92.94532923,11.51153671,27.19645866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,LTREB,7/7/2021,BG,1,EPIP,0.434935877,2.862158674,0.621888153,0.971689962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,LTREB,7/7/2021,BG,3,EPIP,,,6.69432958,8.958626415,27.12446352,29.66380544,0.0472103,18.91988555,20.78683834,23.2832618,0.00134907,30.40772532,0.003793276,0.017381974,0.027896996,0.550786838,18.71244635,20.2074392,20.22174535,22.51072961,0.020479256,7.675250358,2.967811159,3.130901288,0.000620232,51.86695279,0.021244635,1.293991416,0.089842632,2.108726753,2.365522175,2.787553648,0.004185265,0.00465847,2.820457797,3.128755365,3.185264664,0.00150468,0.410729614,0.696494993,0.001110067,20.8297568,22.93276109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,7/7/2021,BG,5,EPIP,,,,,24.98842593,27.62152778,0.038773148,18.58217593,21.01851852,22.17592593,0.001103009,37.29166667,0.002798032,0.015376157,0.021857639,0.404456019,14.95949074,16.875,16.85763889,21.89814815,0.017465278,6.967592593,2.706018519,3.001157407,0.000501785,49.40393519,0.017077546,1.484953704,0.064293981,1.763310185,2.011574074,2.530092593,0.004274306,0.003768832,2.962962963,3.344907407,3.389467593,0.001217328,0.452835648,0.601273148,0.000898075,19.61226852,22.60416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,LTREB,10/13/2021,BN,2,EPIP,1.122415166,2.562847963,1.928683394,3.985436229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,10/13/2021,BN,4,EPIP,,,,,31.53703704,38.2962963,0.002272604,29.12037037,34.37962963,35.00925926,0.000536308,64.11111111,0.000925926,0.035185185,0.025925926,0.297222222,11.86111111,13.33333333,13.30555556,32.30555556,0.023148148,6.665740741,2.244444444,2.467592593,0.000802856,76.18518519,0.012037037,1.29537037,0.052777778,2.819444444,3.162037037,2.77037037,0.001857728,0.006030131,4.802777778,5.561111111,5.535185185,0.001947724,0.677777778,0.507407407,0.001436919,28.03703704,32.71296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,LTREB,10/13/2021,BN,5,EPIP,0.473518898,0.631358531,0.746265784,1.429039523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,LTREB,7/7/2021,GC,5,EPIP,1.139952903,7.485690731,1.713729198,1.522184887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,DRONE,9/9/2021,GC,2,EPIP,1.758450427,3.32983166,1.76705561,7.431752509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,DRONE,9/9/2021,GC,3,EPIP,17.70726843,90.66425424,36.15930609,42.71682665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,DRONE,9/9/2021,GC,5,EPIP,2.932309622,9.463362871,5.434769311,14.82391542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,DRONE,9/9/2021,GC,7,EPIP,1.206596304,2.806037916,1.571381233,4.154576806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,DRONE,9/9/2021,GC,8,EPIP,32.14316432,151.9679984,37.41220202,56.42446057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,DRONE,9/9/2021,GC,9,EPIP,1.799371813,4.230102158,1.90828116,3.596090343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,DRONE,9/9/2021,GC,10,EPIP,4.608917277,12.43776306,4.548938216,12.16207468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,DRONE,9/9/2021,GC,12,EPIP,1.129430261,4.812355025,1.348301218,1.980188898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,DRONE,9/9/2021,GC,12.1,EPIP,0.683971742,2.864497039,0.712616712,2.266443255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,DRONE,9/9/2021,GC,13,EPIP,3.32515493,8.867079814,3.111328995,7.54862956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,DRONE,9/9/2021,GC,14,EPIP,3.979298489,19.54873081,5.792597604,10.23939422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,DRONE,9/9/2021,GC,15,EPIP,4.707128604,15.20171041,4.876893897,10.90335541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,DRONE,9/9/2021,GC,16,EPIP,0.748276778,1.711683129,1.432950029,3.192814793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,DRONE,9/9/2021,GC,17,EPIP,1.648547275,3.819134522,3.052560038,4.418754028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,DRONE,9/9/2021,GC,18,EPIP,2.168833472,3.437396447,7.263546063,15.83458894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,DRONE,9/9/2021,GC,19,EPIP,5.787453201,21.51295735,6.073902905,8.962314987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,DRONE,9/9/2021,GC,20,EPIP,1.150475545,0.897932133,1.646021841,2.84310736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,10/13/2021,GC,5,EPIP,,,,,45.87108014,52.17770035,0.00427598,47.89198606,55.17421603,59.26829268,0.001009082,57.14285714,0.000689461,0.059233449,0.034843206,0.381533101,12.67247387,13.94599303,13.8989547,51.44599303,0.027874564,7.6271777,3.480836237,3.783972125,0.0015106,122.0034843,0.012195122,1.608013937,0.059233449,3.008710801,3.337979094,2.963414634,0.003495376,0.011345891,7.475609756,8.419860627,8.493031359,0.003664707,0.996515679,0.447735192,0.002703612,46.51567944,54.28571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,LTREB,7/20/2021,WS,3,EPIP,0.253879621,0.290625356,0.781247723,3.689081835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,LTREB,8/3/2021,WS,1,EPIP,0.32269436,0.98211327,0.508594372,1.365092199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,LTREB,6/22/2021,BG,3,FILA,66.06515805,327.6110743,,272.2640843,,5.623400791,0.012561061,0.013489571,0.01473017,0.071392572,0.000309762,5.826936497,0.000874234,0.002754517,0.005181438,0.13644646,3.312785919,5.94518105,6.265022874,5.530355897,0.005770722,2.128401954,0.39485927,0.50360549,0.000135535,0.164418082,0.004287819,0.52337753,0.019520043,2.291230519,2.622702954,2.339691401,3.89E-05,0.000126241,0.267116384,0.302977437,0.304915872,4.08E-05,0.027409475,0.180642785,3.01E-05,0.211677134,0.237846011,,371.510862,0.82984848,0.89119064,0.973151009,4.716561553,0.020464475,384.9574806,0.057756407,0.181977601,0.34231252,9.014356945,218.8597253,392.7693257,413.8997264,365.3638364,0.381243661,140.6132115,26.08644008,33.27077629,0.008954141,10.86230657,0.28327544,34.57701924,1.289594726,151.3705064,173.2692852,154.5720822,0.002569386,0.008340132,17.64708613,20.01625226,20.14431528,0.00269386,1.810811298,11.93419414,0.001987379,13.98448331,15.71333431
304,LTREB,7/7/2021,BG,3,FILA,160.63406,540.1592459,,462.7513975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,LTREB,7/20/2021,BG,2,FILA,112.824946,539.1071771,,260.1459502,,10.056926,0.023946869,0.0256926,0.031537002,0.148880455,2.20E-05,40.49335863,0.001935484,0.003870968,0.007779886,0.295256167,5.119544592,9.252371917,9.821631879,5.814041746,0.010740038,3.748387097,1.786717268,3.348387097,0.000834915,0.251119545,0.005275142,0.919165085,0.034003795,4.629981025,5.802656546,4.728652751,7.61E-05,0.000948767,0.262922201,0.302504744,0.300265655,0.002732448,0.1028463,0.239696395,5.89E-05,0.359051233,0.412144213,,1134.672133,2.701804202,2.898766208,3.558160548,16.7974293,0.002480062,4568.661001,0.218370878,0.436741756,0.877765218,33.3122611,577.6123421,1043.898362,1108.125086,655.968946,1.211744207,422.9115718,201.5862793,377.7815934,0.09419924,28.3325491,0.595167611,103.7047511,3.836476335,522.3773591,654.6844115,533.5099913,0.00859074,0.107044586,29.66418313,34.13008141,33.87745631,0.308288298,11.60362824,27.04373282,0.00664478,40.50993597,46.50014858
320,LTREB,7/20/2021,BG,3,FILA,119.1886731,480.3264385,,538.7320545,,9.231351283,0.020556151,0.019641844,0.025474494,0.138344158,1.83E-05,41.23841352,0.001576392,0.003531118,0.007188347,0.231855729,4.454883662,8.339113437,8.919225676,5.142190554,0.009962797,3.572104168,1.47928621,2.767513715,0.000756668,0.255722303,0.004571537,0.835172457,0.027460748,4.133299704,5.337663157,4.249952708,6.33E-05,0.000788196,0.220947096,0.255123274,0.252569519,0.002711394,0.102528533,0.241345608,4.89E-05,0.31471089,0.374550728,,1100.27251,2.450060362,2.341085324,3.036271138,16.48905662,0.00217654,4915.151788,0.187888071,0.420869269,0.856769541,27.63457669,530.9716725,993.9278654,1063.070673,612.890869,1.187452555,425.754356,176.3141605,329.8562875,0.090186255,30.47920198,0.544875429,99.54309696,3.273010116,492.6425072,636.1889891,506.546224,0.007539363,0.093944035,26.3343912,30.4078045,30.10342584,0.323167453,12.2202398,28.76566278,0.005831568,37.50997339,44.64220428
321,LTREB,7/20/2021,BG,4,FILA,95.40011032,546.8192656,,344.8786899,,9.598050344,0.020765173,0.014388729,0.018661948,0.146357749,1.93E-05,40.59557989,0.001569073,0.003538759,0.007544902,0.259497897,4.800694398,8.860252387,9.471189157,4.587033451,0.010249049,3.72571276,1.33237631,2.189023169,0.00066769,0.245209321,0.004840756,0.793883955,0.029044535,3.699005141,4.563664285,3.732389664,6.70E-05,0.000217418,0.191994391,0.216598785,0.213928023,0.002770915,0.101822795,0.266441878,5.18E-05,0.335514455,0.384589704,,915.6550617,1.980999795,1.372686334,1.780351898,13.9625454,0.001844723,3872.8228,0.149689737,0.337597999,0.719784483,24.756128,457.9867752,845.2690552,903.5524904,437.6034973,0.977760405,355.4334083,127.108847,208.8330518,0.0636977,23.39299627,0.461808656,75.73661689,2.770851843,352.8854985,435.3740763,356.0703857,0.006389985,0.020741701,18.31628608,20.66354798,20.40875699,0.264345597,9.713905876,25.41858456,0.004942537,32.00811602,36.68990019
322,LTREB,7/20/2021,BG,5,FILA,88.8752175,396.7514562,,184.432485,,9.314767314,0.020007329,0.015170392,0.018724808,0.141223892,2.12E-05,44.59508978,0.001575669,0.003481129,0.007401979,0.237119824,4.86991572,8.592891169,9.105899597,4.166361305,0.010150238,3.591058996,1.446683767,2.388420667,0.000769513,0.241077318,0.00476365,0.826310004,0.029937706,3.628801759,4.43019421,3.626236717,7.35E-05,0.000806156,0.220776841,0.252216929,0.248919018,0.002894833,0.106119458,0.238585562,5.69E-05,0.332979113,0.384389886,,827.851971,1.778155716,1.348271889,1.664171384,12.55130412,0.001886323,3963.398304,0.140037925,0.309386097,0.657852494,21.07407593,432.8148188,763.6950716,809.2888072,370.2862672,0.90210461,319.1561493,128.5743344,212.2714063,0.068390635,21.42579907,0.42337043,73.43848133,2.660720132,322.5105456,393.734474,322.2825769,0.006534053,0.07164729,19.62158976,22.41583442,22.12273186,0.257278913,9.431389911,21.20434372,0.005053978,29.59359109,34.16273472
302,LTREB,6/22/2021,BN,3,FILA,94.66059785,730.855673,,147.5972312,,6.577287066,0.016277603,0.005801262,0.006069401,0.107760252,0.000408517,6.766561514,0.001040694,0.004425868,0.006586751,0.168422713,4.955835962,8.258675079,8.690851735,2.061829653,0.007706625,3.223974763,0.488643533,0.566246057,2.74E-05,0.132429022,0.006529968,0.611987382,0.02907571,0.809148265,0.952365931,0.988012618,6.33E-05,0.000205443,0.169810726,0.18829653,0.190946372,6.64E-05,0.031085174,0.258769716,4.90E-05,0.355835962,0.388643533,,622.6099259,1.540847632,0.549150929,0.574533127,10.20064988,0.038670463,640.5267583,0.098512716,0.418955311,0.623505788,15.9429947,469.122395,781.7711204,822.6812211,195.1740276,0.72951373,305.1833785,46.25528897,53.60119029,0.002589232,12.5358104,0.618130675,57.93109146,2.752324092,76.59445851,90.1515284,93.5258651,0.00599123,0.019447357,16.07438484,17.8242621,18.07509773,0.006281469,2.942541155,24.49529602,0.00463411,33.6836449,36.78922918
329,LTREB,7/20/2021,BN,3,FILA,215.7216195,1290.13901,,469.766864,,8.669978442,0.018886494,0.024322804,0.027228419,0.119505108,2.71E-05,46.48514387,0.001124754,0.003327397,0.006701659,0.188536883,5.370700159,8.304433405,8.646546068,4.597431812,0.009794732,3.847127191,1.068516262,1.433124004,0.00089043,0.211781798,0.004827069,0.631736808,0.027556472,3.6498266,4.43574843,3.637173118,9.40E-05,0.001124754,0.270081545,0.313946949,0.312681601,0.003093073,0.109241728,0.252600994,7.27E-05,0.34731465,0.393757616,,1870.301791,4.074225072,5.24695467,5.873758643,25.77983544,0.005855699,10027.85052,0.242633754,0.71779147,1.445692733,40.67148174,1158.576136,1791.445823,1865.246921,991.765436,2.11293545,829.9085081,230.5020585,309.1558311,0.192085002,45.68591245,1.041303142,136.2792873,5.944526768,787.346505,956.886835,784.6168754,0.020283635,0.242633754,58.26242828,67.72514428,67.45218136,0.667242717,23.56580248,54.49149551,0.015689024,74.92327877,84.94203061
343,LTREB,8/3/2021,BN,2,FILA,0.708799594,0.691697191,,7.095221494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,LTREB,10/13/2021,BN,5,FILA,3.53887016,3.933416536,,9.961944578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,10/13/2021,BN,,FILA,,,,,5.575980392,6.832107843,0.015165441,0.041053922,0.046109069,0.126685049,8.87E-05,47.76348039,0.000919118,0.00245098,0.005974265,0.138939951,5.916053922,7.124693627,7.175245098,15.7935049,0.00903799,3.402267157,1.036764706,1.190870098,0.00122549,0.406556373,0.00245098,1.399356618,0.020833333,9.581801471,11.74019608,9.759497549,0.000307345,0.000997632,0.88158701,1.025735294,1.018382353,0.002604167,0.098498775,0.25903799,0.000237726,0.298406863,0.328737745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,LTREB,6/22/2021,GC,1,FILA,4.946957858,7.885988876,,4.097101234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,LTREB,7/20/2021,GC,3,FILA,56.68443419,572.3752224,,196.4190462,,4.410626773,0.009904565,0.006860975,0.008047459,0.056074284,1.49E-05,19.89166882,0.000464277,0.002450348,0.005003869,0.082434872,3.626515347,6.275470725,6.633995357,2.262574155,0.005803456,2.061387671,0.587309776,0.782563838,0.000567449,0.179055971,0.003404694,0.630384318,0.014598917,1.510962084,1.843951509,1.50090276,5.18E-05,0.000167979,0.134433841,0.155893732,0.15620325,0.001367036,0.044596337,0.168790302,4.00E-05,0.122311065,0.137993294,,250.0138831,0.561434663,0.388910486,0.45616566,3.178539061,0.000846848,1127.547992,0.026317279,0.13889659,0.283641483,4.672774077,205.5669705,355.7215073,376.0442732,128.2527358,0.32896562,116.8485938,33.29132235,44.35918837,0.032165525,10.1496864,0.192993153,35.73297839,0.82753135,85.64803081,104.523348,85.07782372,0.002933419,0.009521795,7.620306213,8.836747992,8.854292845,0.077489662,2.52791813,9.567782766,0.002268948,6.933133515,7.822071792
327,LTREB,7/20/2021,GC,5,FILA,114.288766,658.9832747,,458.2429817,,5.100377051,0.012610822,0.010088658,0.012305105,0.062519107,1.48E-05,11.2223581,0.000484052,0.002955263,0.007286253,0.112962397,3.908081117,7.186894935,7.673494344,2.441659024,0.00596148,2.37975135,0.725058596,1.017273005,0.000382146,0.155074901,0.004942423,0.512585346,0.014241313,1.826148986,2.28064812,1.835830021,5.11E-05,0.000165916,0.145419342,0.17033527,0.16934169,0.00099358,0.032762662,0.21438398,3.95E-05,0.151610109,0.175175787,,582.9157993,1.441275285,1.153020273,1.406335266,7.14523159,0.001686479,1282.589459,0.055321706,0.337753361,0.832736864,12.91033296,446.6497683,821.3813535,876.9941995,279.0541968,0.681330193,271.9788452,82.86605221,116.2628764,0.043674995,17.72331907,0.564863426,58.58274666,1.627622089,208.7083141,260.6524593,209.8147477,0.005841813,0.018962335,16.61979715,19.46740781,19.35385278,0.113555032,3.744404211,24.50168052,0.004518544,17.32733227,20.02062453
359,DRONE,9/9/2021,GC,1,FILA,40.8181783,148.6884564,,233.8427468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,DRONE,9/9/2021,GC,7,FILA,12.03408959,111.0252212,,52.63410387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,DRONE,9/9/2021,GC,8,FILA,212.6810384,460.6407227,,359.3093416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
