NA,PROJECT,SAMPLING_DATE,SITE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,Al,Alr,As,B,Br,Ba,Be,Car,Cd,Co,Cr,Cu,Fe,Fer,Fer.1,Kr,Lir,Mgr,Mn,Mnr,Mo,r,Ni,P,Pb,S,Sr,S.1,Sb,Se,Si,Sir,Sir.1,Sn,Srr,Ti,Tl,Zn,Znr,Al.1,Alr.1,As.1,B.1,Br.1,Ba.1,Be.1,Car.1,Cd.1,Co.1,Cr.1,Cu.1,Fe.1,Fer.2,Fer.1.1,Kr.1,Lir.1,Mgr.1,Mn.1,Mnr.1,Mo.1,r.1,Ni.1,P.1,Pb.1,S.2,Sr.1,S.1.1,Sb.1,Se.1,Si.1,Sir.2,Sir.1.1,Sn.1,Srr.1,Ti.1,Tl.1,Zn.1,Znr.1
199,LTREB,10/13/2021,GR,4,EPIL,13.46079772,68.08383329,25.87389103,42.69271022,8.837375178,11.24108417,0.001426534,6.968616262,8.21445554,7.969567285,0.000137711,173.8231098,0.001426534,0.009747979,0.007370423,0.205658583,4.957203994,5.848787447,5.810746553,8.573466476,0.012363291,3.321445554,2.650974798,3.24298621,0.002377556,18.57584403,0.003804089,1.257489301,0.026866381,2.679505468,3.300047551,2.853067047,0.001664289,0.001548393,1.303851641,1.519020447,1.510936757,0.009034712,0.37446505,0.236804565,0.000368966,6.381359962,7.579648122,118.9581196,151.3139602,0.019202286,93.80313389,110.5731244,107.2767331,0.0018537,2339.79772,0.019202286,0.131215573,0.099211773,2.768328585,66.72792022,78.72934473,78.21728395,115.405698,0.166419759,44.70930674,35.68423552,43.65318138,0.0320038,250.045679,0.051206073,16.92680912,0.36164292,36.06828109,44.42127255,38.4045584,0.022402658,0.020842605,17.5508832,20.44722697,20.33841405,0.121614431,5.040598291,3.187578349,0.004966577,85.89819563,102.0281102
339,LTREB,8/3/2021,GC,3,FILA,36.86438975,155.9090739,,127.7606373,3.265658747,4.230669546,0.011965443,0.0212527,0.022894168,0.068207343,2.50E-05,18.23758099,0.000388769,0.003110151,0.006565875,0.076241901,4.816414687,7.265658747,7.520518359,4.660907127,0.007861771,2.72224622,0.899784017,1.163282937,0.000518359,0.1812527,0.005313175,0.73650108,0.013261339,2.909287257,3.664794816,2.905399568,8.67E-05,0.001295896,0.145485961,0.170712743,0.169200864,0.000950324,0.042159827,0.112958963,6.70E-05,0.132181425,0.149805616,120.3865168,155.961051,0.441098754,0.783467816,0.843979532,2.514422076,0.000922347,672.3172937,0.014331732,0.114653819,0.242046975,2.810611154,177.5541882,267.8440758,277.2393199,171.8214969,0.28981939,100.3539456,33.16998869,42.88371558,0.019108988,6.681770176,0.195866954,27.15066286,0.48887117,107.2490993,135.1004245,107.1057821,0.003194933,0.047772415,5.363251169,6.293221093,6.237486597,0.035033114,1.554196294,4.164163238,0.002471226,4.872787569,5.522492615
52,LTREB,7/7/2021,GC,2,EPIL,4.23127134,14.39731287,5.486914849,9.017903638,28.6535009,31.26570916,0.041292639,28.02513465,31.17594255,33.54578097,0.001349192,88.29443447,0.003998205,0.020637343,0.026059246,0.356104129,13.60861759,14.65888689,14.65888689,31.5529623,0.016606822,6.911131059,4.597845601,5.008976661,0.000778352,73.23159785,0.020960503,1.908438061,0.056965889,2.954219031,3.378815081,4.687612208,0.004390485,0.005846088,3.234290844,3.578994614,3.687612208,0.001888278,0.700359066,0.569030521,0.001393064,29.43447038,33.21364452,121.2407371,132.2936991,0.17472036,118.581949,131.9138722,141.9413016,0.005708797,373.5977101,0.01691749,0.087322198,0.110263741,1.506773195,57.58175359,62.02572797,62.02572797,133.5091451,0.07026797,29.24287078,19.45473232,21.19433939,0.003293419,309.8627612,0.088689576,8.075119272,0.241038133,12.50010232,14.29668342,19.83455919,0.018577333,0.024736385,13.68516215,15.14369734,15.60328785,0.007989817,2.963409244,2.407722535,0.005894432,124.5452309,140.5359422
71,LTREB,7/20/2021,WS,3,EPIL,3.395305878,4.527074504,8.6786076,29.39828784,35.89028102,39.5295073,0.049735997,36.23147298,41.30155293,44.92940783,0.000996247,82.55846008,0.003275085,0.030459428,0.036045327,0.451063374,11.25743305,12.38341637,12.358067,39.72778156,0.024337467,8.495230686,8.663268613,11.3593166,0.006741074,97.04057842,0.033397801,1.922124085,0.061285782,3.620291882,4.085918665,4.256346178,0.006848396,0.009558037,3.611282567,4.105450197,4.161865562,0.003345337,0.788479515,0.466423923,0.002031597,38.59831919,44.24510254,121.8584821,134.2147685,0.168868923,123.0169332,140.2314054,152.5490825,0.003382564,280.3112248,0.011119914,0.103419073,0.122384909,1.531498125,38.22242862,42.0454864,41.95941751,134.8879703,0.082633146,28.84390668,29.41444684,38.56835444,0.022888009,329.4824463,0.113395751,6.526199203,0.208083974,12.29199831,13.87294366,14.4515972,0.023252401,0.032452459,12.26140893,13.93925919,14.13080661,0.011358442,2.677129133,1.583651886,0.006897894,131.0531,150.2256567
179,LTREB,9/22/2021,GR,4,EPIL,5.714963888,12.85866875,2.062554786,18.8683822,21.5248227,24.9929078,0.001740718,23.25531915,27.17730496,27.29787234,0.000410789,175.9574468,0.00212766,0.029787234,0.017021277,0.258156028,7.234042553,8.092198582,8.021276596,24.27659574,0.017730496,4.958156028,4.95177305,5.604255319,0.002836879,59.26950355,0.008510638,1.34751773,0.037588652,2.795744681,3.468794326,2.954609929,0.00142294,0.004618824,3.031914894,3.419148936,3.529078014,0.007092199,0.676595745,0.320567376,0.001100619,21.67375887,26.29787234,123.0135844,142.8335655,0.009948141,132.9033091,155.3173164,156.0063546,0.002347644,1005.590454,0.0121595,0.170232967,0.097275983,1.475352377,41.34229195,46.24662267,45.84130608,138.739868,0.101329144,28.33568265,28.29920416,32.02811677,0.016212661,338.7230724,0.048637989,7.701015165,0.214817789,15.97757989,19.82403431,16.88548905,0.008132051,0.026396412,17.32728413,19.5403127,20.16855341,0.040531661,3.866720249,1.832030978,0.006289998,123.8647493,150.2913908
295,LTREB,6/22/2021,BG,3,FILA,66.06515805,327.6110743,,272.2640843,1.868035191,1.931573803,0.005083089,0.008929619,0.009320626,0.037346041,0.000114027,2.49657869,0.000362121,0.001194037,0.002138807,0.050097752,2.235092864,2.482893451,2.498044966,3.174486804,0.00220479,0.913978495,0.205620723,0.21085044,0.00014306,0.093206256,0.001836266,0.298044966,0.009164223,1.695503421,1.910068426,1.829423265,9.81E-05,0.000318306,0.424780059,0.453567937,0.453861193,0.000102812,0.011080156,0.097605083,7.58E-05,0.091495601,0.091446725,123.4120401,127.6097286,0.335815078,0.589936691,0.61576863,2.467272101,0.007533212,164.9368657,0.023923581,0.078884243,0.141300622,3.309715904,147.6617633,164.0327483,165.0337355,209.7229724,0.1456598,60.38213373,13.58436556,13.92986764,0.009451282,6.157686034,0.121313204,19.69038778,0.605435841,112.0137015,126.1889725,120.8611371,0.006478475,0.021028936,28.06316173,29.96503744,29.98441145,0.006792291,0.732012257,6.448295235,0.005010983,6.044671341,6.04144234
113,LTREB,8/3/2021,GC,2,EPIL,12.94518825,64.01800127,29.96608812,29.76882873,9.561068702,11.74427481,0.021374046,7.641221374,9.103053435,9.339694656,0.000221074,71.52671756,0.003053435,0.015267176,0.011450382,0.419847328,7.958015267,9.083969466,9.099236641,10.27862595,0.011450382,3.245038168,5.477099237,6.484732824,0.001908397,20.99236641,0.00610687,1.170610687,0.05610687,2.634732824,2.995419847,2.458015267,0.000765781,0.00610687,1.302671756,1.494274809,1.504961832,0.003435115,0.254198473,0.303816794,0.000592318,7.900763359,9.190839695,123.7698342,152.0318483,0.276691049,98.91704915,117.8407404,120.9041055,0.002861845,925.9268237,0.039527291,0.197636467,0.148227351,5.435002697,103.0180057,117.5936948,117.7913312,133.0587479,0.148227351,42.00762996,70.90208069,83.94608716,0.024704558,271.750135,0.079054582,15.15377571,0.726313994,34.1071124,38.77627381,31.81947035,0.009913179,0.079054582,16.86333111,19.3436687,19.48201422,0.04446821,3.290647086,3.932965592,0.007667668,102.276869,118.97715
192,LTREB,10/13/2021,DL,2,EPIL,10.46885979,54.46402676,16.23538463,29.41106761,11.89160692,15.227752,0.024884015,6.107127794,7.12779418,7.087726698,0.000122145,117.9460143,0.002530578,0.010544074,0.0113876,0.405946858,9.029945171,10.99746942,11.07338676,8.371994939,0.015394348,4.204976803,3.017714045,3.646140869,0.002530578,16.52889076,0.006115563,1.133277098,0.053142134,2.920708562,3.386756643,2.939687895,0.000423101,0.001373374,1.308097849,1.50716997,1.49852383,0.006959089,0.255588359,0.443905525,0.000327261,5.881484606,6.815689582,124.4915655,159.4172006,0.260507264,63.93466459,74.61987788,74.20041703,0.001278719,1234.760286,0.026492266,0.110384432,0.119215188,4.249800739,94.53322991,115.1309654,115.9257334,87.64524118,0.161161271,44.02131257,31.59202522,38.17093753,0.026492266,173.0386399,0.064022972,11.86411904,0.55633755,30.57648842,35.45548044,30.7751804,0.004429385,0.01437766,13.69429297,15.7783511,15.68783587,0.072853727,2.675718694,4.647184701,0.00342605,61.5724377,71.35249861
77,LTREB,7/20/2021,DL,4,EPIL,5.598045642,26.61293127,11.11167631,11.70946672,22.36590815,25.5113176,0.048220206,19.93165715,22.94398523,24.51049616,0.000627488,179.643593,0.005225256,0.023354741,0.025556935,0.692475174,15.16574954,16.9142757,16.87579666,24.69487712,0.021129724,7.603205883,6.008543117,6.956140759,0.003137516,56.65687777,0.017148381,1.882153907,0.09084439,4.219099937,4.661862343,4.783608106,0.004091781,0.008505428,3.581952808,4.103924436,4.155339593,0.006577411,0.654257239,0.613486764,0.001519899,21.76079229,24.47351539,125.2053746,142.8135203,0.269938915,111.5783264,128.4414765,137.2108762,0.003512704,1005.653033,0.029251219,0.130740905,0.143068889,3.876507632,84.8985581,94.68688734,94.47147995,138.2430492,0.118285161,42.56309356,33.63609861,38.94079346,0.017563956,317.1677877,0.095997418,10.53638348,0.50855104,23.61871401,26.09731817,26.77885651,0.022905975,0.047613771,20.0519353,22.97395631,23.2617807,0.036820645,3.662561883,3.434326906,0.008508461,121.8179084,137.0038562
307,LTREB,7/7/2021,GC,2,FILA,38.86826223,96.76895222,,54.61307875,3.303964758,3.601321586,0.009223568,0.074187775,0.08655011,0.069768722,0.000247109,14.71640969,0.000608067,0.002892346,0.005503855,0.09189152,5.707599119,6.479900881,6.504680617,13.39069383,0.004639317,2.137940529,0.907213656,0.987334802,0.001115363,0.319796256,0.004852698,0.921530837,0.021682269,7.181993392,8.31910793,7.5344163,0.000276204,0.00089655,0.636976872,0.708562775,0.70814978,0.000289585,0.04564978,0.185572687,0.000213639,0.144686123,0.154598018,128.4193686,139.9771118,0.35850406,2.883549893,3.364052372,2.711788982,0.009604697,572.0012709,0.023634508,0.112420463,0.213925279,3.571663696,221.8444593,251.8624867,252.8256319,520.4729992,0.18032219,83.09803311,35.26181828,38.37598799,0.043352222,12.42992474,0.188615938,35.81830223,0.842752117,279.1516025,323.3492685,292.8496685,0.01073557,0.034847341,24.7581841,27.54060375,27.52455135,0.011255666,1.77432762,7.212887861,0.008303777,5.62369817,6.008956304
20,LTREB,6/22/2021,GR,1,EPIL,14.34762262,58.14812071,31.88202742,32.67379079,8.972972973,9.773955774,0.048157248,0.204373464,0.216339066,0.53022113,0.000551843,153.0958231,0.004535627,0.006523342,0.011179361,0.392628993,9.493857494,10.8968059,10.97542998,3.147420147,0.00946683,4.348894349,3.518427518,4.090909091,0.001724324,4.916461916,0.0094914,1.720884521,0.054987715,3.157248157,3.41031941,6.164619165,0.00049296,0.001600133,2.072972973,2.222604423,2.242014742,0.000516841,0.263636364,0.407125307,0.000381296,0.866830467,0.913022113,128.74083,140.2330289,0.690942021,2.932273335,3.103951277,7.607412678,0.007917635,2196.561095,0.065075465,0.093594449,0.160397253,5.633292621,136.2142845,156.3432588,157.4713274,45.1579965,0.135826504,62.39629493,50.48107024,58.69481981,0.02473995,70.5395402,0.136179025,24.69060168,0.788942984,45.29900507,48.92997591,88.44762938,0.007072804,0.022958104,29.74223392,31.88908949,32.16758143,0.00741544,3.78255506,5.841280264,0.005470691,12.43695642,13.09969672
134,LTREB,8/17/2021,GR,2,EPIL,3.846610309,14.94682863,19.54078037,17.14999007,33.47560976,38.73170732,0.002993186,37.81707317,44.69512195,45.97560976,0.000706357,154.1463415,0.001219512,0.05,0.024390244,0.368292683,9.432926829,10.32073171,10.28536585,39.92682927,0.024390244,6.809756098,3.835365854,4.213414634,0.003658537,97.13414634,0.01097561,1.548780488,0.048780488,3.554878049,4.079268293,3.502439024,0.002446763,0.007942124,4.441463415,5.075609756,5.134146341,0.002565295,0.968292683,0.424390244,0.001892528,36.24390244,42.57317073,128.7676256,148.9857847,0.01151362,145.4675435,171.9247169,176.8502545,0.00271708,592.9409063,0.004690987,0.192330515,0.093819764,1.416678431,36.28479358,39.69983299,39.56379431,153.5829531,0.093819764,26.19447801,14.75315783,16.20736417,0.014072966,373.6372087,0.042218895,5.957554992,0.187639528,13.67423055,15.69135547,13.47251806,0.009411744,0.030550256,17.08457896,19.52389281,19.74906024,0.00986769,3.724644617,1.632463888,0.007279818,139.4161688,163.7623974
151,DRONE,9/9/2021,GC,1,EPIL,9.263432669,48.6941113,30.72705052,43.55111701,14.15319149,17.01702128,0.001044431,12.00851064,14.16170213,14.12765957,0.000246474,136.2553191,0.00212766,0.01787234,0.012340426,0.281702128,8.085106383,9.30212766,9.268085106,14.12765957,0.016170213,4.761702128,1.854893617,2.100425532,0.00212766,31.90212766,0.008085106,1.016170213,0.04,2.420851064,2.80212766,2.416170213,0.000853764,0.002771294,1.903829787,2.18,2.218297872,0.006808511,0.444680851,0.374893617,0.000660372,11.34893617,13.49361702,131.1071364,157.6360309,0.009675016,111.2400298,131.1859742,130.8706232,0.002283195,1262.191974,0.019709435,0.165559218,0.114314705,2.609528695,74.8958386,86.16963326,85.85428235,130.8706232,0.149791679,44.10970705,17.18268213,19.45715049,0.019709435,295.5232116,0.074895835,9.413224348,0.370537307,22.42539083,25.95732091,22.38203008,0.007908785,0.025671695,17.63599905,20.19428322,20.54905298,0.063070183,4.119271122,3.472801779,0.006117312,105.1301061,124.9972127
357,LTREB,8/17/2021,BG,6,FILA,24.26621557,46.95370804,,82.56330584,5.416209628,7.026203534,0.009932968,0.021023766,0.025533211,0.132419257,3.53E-05,73.00426569,0.001218769,0.002681292,0.005606338,0.165447898,4.851919561,6.916514321,7.056672761,5.496648385,0.00944546,3.411943937,1.607556368,2.260207191,0.001096892,0.244241316,0.003656307,0.854357099,0.023765996,4.282754418,5.594149909,4.44606947,0.000122264,0.002315661,0.463254113,0.541438147,0.540097502,0.004265692,0.155088361,0.223095673,9.46E-05,0.267763559,0.314259598,131.4309104,170.4993696,0.241035543,0.510167238,0.619594402,3.213314236,0.000856508,1771.537249,0.029574911,0.06506481,0.136044606,4.014794358,117.737726,167.8376275,171.2387424,133.3828546,0.229205569,82.79496709,39.00930937,54.84667493,0.026617418,5.926812425,0.088724734,20.73201354,0.576710782,103.9262419,135.7488476,107.8892802,0.002966885,0.056192329,11.24142417,13.13865479,13.10612241,0.103512202,3.7634076,5.413687694,0.002294824,6.497608244,7.62589115
180,LTREB,9/22/2021,GR,5,EPIL,10.42560004,43.90864747,26.34086251,42.39686495,12.71350932,15.78416149,0.0009528,11.36257764,13.1871118,13.15993789,0.00022485,174.2236025,0.001552795,0.015139752,0.011257764,0.239130435,6.094720497,6.933229814,6.89052795,13.17546584,0.013586957,3.932453416,3.663043478,4.258540373,0.002329193,30.1863354,0.00621118,1.147127329,0.033773292,2.824534161,3.197593168,2.864906832,0.001940994,0.002528161,2.288431677,2.592779503,2.638975155,0.008540373,0.465062112,0.265139752,0.000602435,10.5318323,12.26319876,132.5459633,164.5593547,0.009933512,118.4616899,137.4835533,137.200249,0.002344196,1816.385597,0.01618882,0.157840999,0.117368945,2.493078273,63.54111826,72.28308103,71.83788847,137.3621372,0.141652179,40.99818649,38.18942623,44.39783868,0.024283235,314.7106596,0.064755278,11.95949073,0.352106834,29.44746346,33.33682746,29.86837278,0.020236027,0.026357595,23.85827338,27.03128209,27.51289948,0.089038513,4.848551573,2.764241009,0.006280746,109.8006712,127.8512055
147,LTREB,8/17/2021,BG,3,EPIL,15.88334379,78.69474875,19.40655823,42.12744326,8.386333771,10.4848883,0.014586071,1.709592641,2.002628121,2.139290407,7.61E-05,81.1826544,0.001971091,0.006570302,0.009329829,0.269645204,8.161629435,10.26806833,10.42706965,3.91195795,0.01261498,4.462549277,1.742444152,2.106438896,0.001182654,5.453350854,0.006438896,0.814191853,0.039159001,2.273324573,2.691195795,2.168199737,0.000263646,0.003679369,0.560446781,0.647043364,0.644152431,0.004336399,0.198948752,0.294612352,0.000203925,2.109067017,2.390275953,133.2030224,166.5350855,0.23167558,27.15404766,31.80843093,33.979085,0.001208915,1289.45201,0.031307516,0.104358365,0.148188882,4.282867476,129.6339662,163.0912593,165.616732,62.13497301,0.200368064,70.88020435,27.6758395,33.45729316,0.0187845,86.61744642,0.102271199,12.93208911,0.621975875,36.10799574,42.74518802,34.43826183,0.00418758,0.058440683,8.901768899,10.2772122,10.23129451,0.068876516,3.159971425,4.679429272,0.003239011,33.49903651,37.96557471
4,LTREB,6/22/2021,GC,1,EPIL,6.430503557,11.47201835,30.75324021,27.94277783,20.96054889,23.18181818,0.054888508,15.8619211,17.1483705,17.56003431,0.000649657,166.4236707,0.007075472,0.013237564,0.021543739,0.319511149,9.313893654,10.54030875,10.56603774,18.04030875,0.011063465,4.991423671,1.331903945,1.477272727,0.00037182,42.30703259,0.017174099,1.927958834,0.040904803,3.448542024,3.740137221,6.518010292,0.003026587,0.002792685,4.095197256,4.502572899,4.588336192,0.000902033,0.550171527,0.355531732,0.000665469,15.04288165,17.57718696,134.7868842,149.0707643,0.352960746,102.0001401,110.2726575,112.9198631,0.004177622,1070.188006,0.045498848,0.085124202,0.13853709,2.05461758,59.89302627,67.77949291,67.94494327,116.0082696,0.071143651,32.09736767,8.564813056,9.499607526,0.00239099,272.0555236,0.110438105,12.39774614,0.263038481,22.17586175,24.0509657,41.91408837,0.019462478,0.017958371,26.33418052,28.95381104,29.5053122,0.005800526,3.537879961,2.286248067,0.004279301,96.73330396,113.0301633
269,DRONE,9/9/2021,GC,4,EPIP,7.99720806,48.15161063,7.841472955,14.38327165,17.0050396,20.01439885,0.016918647,10.70554356,12.4550036,12.92656587,0.0002085,69.83441325,0.001799856,0.01799856,0.016558675,0.388768898,12.10223182,13.92008639,13.9524838,12.92656587,0.017278618,5.410367171,2.531317495,2.83837293,0.002159827,27.56659467,0.010799136,1.079913607,0.056515479,2.902447804,3.431605472,2.901727862,0.000722227,0.002344327,2.021238301,2.259899208,2.336213103,0.00287977,0.334773218,0.537796976,0.00055863,10.53635709,12.2462203,135.9928397,160.0593118,0.13530194,85.61445924,99.60525518,103.3764368,0.001667418,558.4803325,0.014393823,0.143938229,0.132423169,3.109065765,96.78406585,111.3218271,111.5809159,103.3764368,0.138180703,43.26783195,20.24347267,22.69905887,0.017272586,220.4557931,0.086362937,8.636293802,0.451966044,23.21147897,27.44326294,23.20572145,0.0057758,0.018748071,16.16426323,18.07288416,18.68318226,0.02303012,2.677251077,4.300874311,0.00446748,84.26143984,97.93557169
171,LTREB,9/22/2021,DL,1,EPIL,17.78326529,98.17625158,22.10807123,44.16375127,7.76907723,10.35621066,0.027637034,1.820973438,2.141870106,2.06817135,4.45E-05,107.2470444,0.002379856,0.005373868,0.007984032,0.352525718,6.45017657,9.788116076,10.0491325,4.018117611,0.012820513,3.708736373,1.96837095,2.778289575,0.001919238,5.286350376,0.005450637,0.682634731,0.045754645,1.886227545,2.562567173,2.111162291,0.000154026,0.001765699,0.376554583,0.436127745,0.434438815,0.006909258,0.172424382,0.38200522,0.000119137,1.843236604,2.331490864,138.1595614,184.1672416,0.491476707,32.38285373,38.08944431,36.77883978,0.000790749,1907.202642,0.042321611,0.09556492,0.141982159,6.269058365,114.7052011,174.0646649,178.7063892,71.45525144,0.227990584,65.95344281,35.00406279,49.40706056,0.034130319,94.00857115,0.096930124,12.13947452,0.81366699,33.54328483,45.57081186,37.54335909,0.002739085,0.031399894,6.696370046,7.75577539,7.725740699,0.122869168,3.066268528,6.793300169,0.002118645,32.77876552,41.46152056
172,LTREB,9/22/2021,DL,2,EPIL,12.88672913,71.4171725,19.3416686,45.76662818,10.9137538,13.44414894,0.030015198,5.195668693,5.94224924,6.008738602,0.000110033,106.8389058,0.002279635,0.009878419,0.010638298,0.42800152,9.297112462,11.41337386,11.51405775,7.448708207,0.01462766,4.141337386,2.701367781,3.227583587,0.002089666,13.73100304,0.006458967,0.762537994,0.056990881,2.471504559,3.041413374,2.539893617,0.000381145,0.003229483,1.090425532,1.249240122,1.261018237,0.006079027,0.223594225,0.46656535,0.000294809,4.954407295,5.92325228,140.642589,173.2511058,0.386797726,66.9551751,76.57615638,77.43298678,0.001417965,1376.80404,0.029377039,0.12730051,0.137092865,5.515539655,119.80937,147.0810574,148.3785434,95.98948503,0.188502692,53.36829313,34.81179487,41.59299543,0.02692896,176.9477169,0.083234958,9.82662058,0.734426046,31.8496098,39.19387032,32.73092106,0.004911712,0.041617473,14.05201847,16.09861907,16.25040045,0.078338774,2.881398213,6.012501287,0.003799124,63.84610481,76.3313477
23,LTREB,6/22/2021,GR,4,EPIL,2.185202027,5.720809801,4.998956547,6.266264217,65.34663866,73.45588235,0.172268908,42.41596639,46.20798319,45.0105042,0.002105042,301.8907563,0.014653361,0.038991597,0.06289916,1.410714286,35.18907563,40.32563025,40.53571429,48.85504202,0.039779412,16.74369748,10.56722689,11.99579832,0.003235294,111.2394958,0.046533613,5.671218487,0.20987395,9.069327731,9.857142857,15.52521008,0.004505252,0.006840905,12.13235294,13.06722689,13.19327731,0.002209603,1.183823529,1.589285714,0.001630119,40.11554622,45.53571429,142.7956073,160.515943,0.376442367,92.68745573,100.9737785,98.35704501,0.004599942,659.6922926,0.032020554,0.085204517,0.137447372,3.082695717,76.89523939,88.11964896,88.57872503,106.7581369,0.086926052,36.58836167,23.09152562,26.2132428,0.007069771,243.0807717,0.101685345,12.39275813,0.458616981,19.81831334,21.53984855,33.92572054,0.009844886,0.014948759,26.51164224,28.55453069,28.82997632,0.004828429,2.586893575,3.472910364,0.003562139,87.66057291,99.50473517
131,LTREB,8/17/2021,DL,4,EPIL,9.712398736,47.19405019,15.80886686,36.99594808,14.84932593,17.72799366,0.025376685,10.41633624,12.0777161,12.37509913,0.000229664,123.5527359,0.002379064,0.016256939,0.012688343,0.530531324,9.960348929,11.65741475,11.62569389,13.33068993,0.01704996,4.845360825,3.21887391,3.733544806,0.002775575,27.23632038,0.007930214,0.749008723,0.063838224,3.18001586,3.71927042,3.164948454,0.000795538,0.002582292,1.997224425,2.250594766,2.323156225,0.006344171,0.350515464,0.472244251,0.000615334,9.86518636,11.81998414,144.2225744,172.1813432,0.246468483,101.1676109,117.3035946,120.1918971,0.002230588,1199.993436,0.023106418,0.157893874,0.123234247,5.152731761,96.73888035,113.2214603,112.9133746,129.472976,0.16559601,47.06007635,31.26298689,36.26167585,0.026957491,264.5300036,0.0770214,7.274671375,0.620022286,30.88558202,36.12303733,30.73924136,0.007726582,0.02508025,19.39783998,21.85867376,22.56341958,0.061617118,3.40434595,4.586624466,0.005976369,95.81462353,114.800399
242,LTREB,7/20/2021,BN,3,EPIP,6.510007964,27.49917157,35.07547395,53.31052481,22.76072237,26.16691139,0.031139529,13.77291104,15.6428839,16.61458366,0.000972233,75.00902896,0.002926852,0.017802268,0.021515899,0.426679986,15.48535385,17.81856717,17.87690861,17.34520903,0.019713316,7.485532787,3.005937167,3.385606861,0.001148082,36.73715723,0.015858438,1.542861337,0.073315084,2.490809597,2.764095047,3.002568843,0.002340331,0.003917502,2.498566782,2.802495669,2.822115397,0.002678477,0.419328136,0.613790035,0.000763522,14.40304748,16.52959476,148.1724839,170.3468015,0.202718582,89.66176057,101.8352988,108.1610719,0.006329247,488.3093759,0.019053827,0.115892904,0.140068672,2.777690104,100.8097769,115.9990142,116.3788175,112.9174489,0.128333846,48.73087806,19.5686749,22.04032763,0.007474021,239.1591862,0.103238555,10.04403959,0.477281778,16.21519031,17.99428077,19.54674708,0.015235571,0.025502971,16.26568965,18.24426912,18.37199371,0.017436904,2.729829506,3.995778018,0.004970537,93.76395379,107.6077935
107,LTREB,8/3/2021,DL,5,EPIL,8.022930074,27.22675206,17.12980921,50.8171563,18.48885794,22.74373259,0.051532033,8.182451253,9.540389972,9.623955432,0.000403352,607.5208914,0.012534819,0.027158774,0.026462396,0.961699164,20.99582173,24.53342618,24.50557103,15.31337047,0.039693593,13.52367688,15.20194986,19.74930362,0.008356546,25.96796657,0.022284123,4.531337047,0.116991643,10.86350975,11.81058496,9.735376045,0.001397177,0.022980501,2.183147632,2.580779944,2.546657382,0.032729805,1.177576602,0.862116992,0.001080692,9.359331476,10.69637883,148.3348144,182.4713762,0.413437897,65.64723424,76.54188162,77.21232147,0.003236065,4874.09763,0.100565976,0.217892945,0.212305953,7.715645145,168.4480096,196.8299627,196.6064828,122.8581005,0.318458921,108.499514,121.9641807,158.447282,0.067043984,208.33918,0.178783961,36.35460027,0.938615771,87.15717908,94.75549727,78.10624125,0.011209453,0.184370953,17.51524079,20.70541703,20.4316541,0.262588937,9.447614735,6.916704342,0.008670316,75.08926197,85.8162994
191,LTREB,10/13/2021,DL,1,EPIL,13.05392222,57.97975843,21.04224449,29.23905893,11.43575175,14.78146853,0.023164336,6.411713287,7.506555944,7.338286713,0.000126576,128.4527972,0.003059441,0.011363636,0.010708042,0.396853147,8.197115385,10.09833916,10.13767483,8.553321678,0.01486014,4.031905594,4.123688811,5.290646853,0.003059441,17.09134615,0.007211538,1.233828671,0.051573427,2.84527972,3.444055944,2.980769231,0.00043845,0.001423195,1.497159091,1.753715035,1.745410839,0.007211538,0.28125,0.389641608,0.000339133,6.038024476,7.235576923,149.2814139,192.9561405,0.30238544,83.69800655,97.98999743,95.79342398,0.001652313,1676.812824,0.039937705,0.14834002,0.139781947,5.180490114,107.0045067,131.8229339,132.3364187,111.6543959,0.193983112,52.63218202,53.830313,69.06369251,0.039937705,223.1091033,0.094138856,16.1063035,0.673235505,37.14206016,44.95843841,38.9107297,0.005723492,0.018578277,19.54379832,22.89285966,22.78445733,0.094138856,3.671415624,5.086351245,0.004427016,78.81990187,94.45265837
212,LTREB,6/22/2021,BN,1,EPIP,7.099275927,71.26284042,8.152592409,4.866447159,21.03144172,23.19785276,0.044861963,6.313266871,6.723542945,7.166411043,0.001143597,20.5904908,0.00305023,0.01131135,0.019708589,0.474501534,15.18021472,19.08550613,19.42101227,9.131518405,0.018029141,7.057131902,1.468366564,1.606019939,0.000166236,17.01878834,0.015730445,1.161809816,0.080157209,1.291794479,1.399731595,1.809240798,0.000384652,0.00124857,2.664877301,2.84892638,2.873849693,0.000403286,0.171299847,0.673696319,0.000297522,6.689033742,7.517254601,149.3080079,164.6879577,0.318487454,44.81962352,47.73228657,50.8763294,0.008118711,146.1775757,0.021654424,0.080302395,0.139916711,3.368617318,107.7685329,135.4932742,137.8751249,64.82716879,0.127993847,50.10052663,10.4243394,11.40157869,0.001180155,120.8210744,0.11167477,8.248008458,0.569058144,9.170805447,9.937080817,12.84429964,0.002730751,0.008863943,18.91869927,20.22531447,20.40225194,0.002863039,1.21610488,4.78275606,0.002112191,47.48729622,53.36706463
