PROJECT,DATE,SITE,SAMPLE,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE
LTREB,6/22/2021,BG,1,FILA,3.497570371,8.588970278,,8.897470701
LTREB,6/22/2021,BG,2,FILA,90.82932705,592.132005,,217.2102673
LTREB,6/22/2021,BG,3,FILA,66.06515805,327.6110743,,272.2640843
LTREB,6/22/2021,BG,4,FILA,108.8582718,212.3715336,,354.0446557
LTREB,6/22/2021,BN,1,FILA,96.51168119,1392.141814,,258.9741308
LTREB,6/22/2021,BN,5,FILA,61.66418643,128.583681,,129.6831108
LTREB,6/22/2021,BG,5,FILA,42.99929332,50.79899948,,48.03234666
LTREB,6/22/2021,BN,2,FILA,10.38662729,18.75394655,,15.75106768
LTREB,6/22/2021,BN,3,FILA,94.66059785,730.855673,,147.5972312
LTREB,6/22/2021,BN,4,FILA,44.65797036,67.51684134,,185.009249
LTREB,7/7/2021,BG,3,FILA,160.63406,540.1592459,,462.7513975
LTREB,7/7/2021,BN,2,FILA,157.3868585,260.835054,,280.1884283
LTREB,7/7/2021,BN,3,FILA,83.19023195,185.8940725,,137.0269804
LTREB,7/7/2021,GC,2,FILA,38.86826223,96.76895222,,54.61307875
LTREB,7/7/2021,GC,3,FILA,110.2771622,468.2192499,,93.20031836
LTREB,7/7/2021,GC,4,FILA,107.645254,345.20886,,121.4116306
LTREB,7/7/2021,BG,1,FILA,6.173283415,25.56125164,,28.6828149
LTREB,7/7/2021,BG,2,FILA,102.3581151,466.3128983,,166.5926269
LTREB,7/7/2021,BG,4,FILA,104.7507532,415.061862,,175.9297445
LTREB,7/7/2021,BG,5,FILA,31.4272434,94.43512186,,64.16332069
LTREB,7/7/2021,BN,1,FILA,169.0761329,336.7925737,,272.6115471
LTREB,7/7/2021,BN,4,FILA,59.19724939,122.3635012,,94.30473248
LTREB,7/7/2021,BN,5,FILA,47.22753133,287.7368675,,53.09586084
LTREB,7/20/2021,WS,1,FILA,2.287930071,16.65482209,,15.57968698
LTREB,7/20/2021,BN,2,FILA,12.88657694,55.2545398,,64.05811277
LTREB,7/20/2021,BG,2,FILA,112.824946,539.1071771,,260.1459502
LTREB,7/20/2021,BG,3,FILA,119.1886731,480.3264385,,538.7320545
LTREB,7/20/2021,BG,4,FILA,95.40011032,546.8192656,,344.8786899
LTREB,7/20/2021,BG,5,FILA,88.8752175,396.7514562,,184.432485
LTREB,7/20/2021,BN,1,FILA,87.91411786,450.4120164,,400.3814433
LTREB,7/20/2021,WS,3,FILA,10.01726375,80.80564413,,102.9718838
LTREB,7/20/2021,GC,3,FILA,56.68443419,572.3752224,,196.4190462
LTREB,7/20/2021,GC,4,FILA,10.78574445,71.05440722,,23.90671549
LTREB,7/20/2021,GC,5,FILA,114.288766,658.9832747,,458.2429817
LTREB,7/20/2021,BG,1,FILA,101.1590089,259.5678597,,406.7581482
LTREB,7/20/2021,BN,3,FILA,215.7216195,1290.13901,,469.766864
LTREB,7/20/2021,BN,4,FILA,102.1936399,372.0203526,,320.5124018
LTREB,7/20/2021,BN,5,FILA,107.9437718,334.3320113,,332.232485
LTREB,8/3/2021,BN,1,FILA,16.56674854,71.95929676,,32.18597777
LTREB,8/3/2021,BN,3,FILA,17.23238431,28.35844417,,73.40218508
LTREB,8/3/2021,WS,1,FILA,26.44682596,65.76686858,,46.53251057
LTREB,8/3/2021,WS,2,FILA,2.989512518,38.39945272,,14.64169396
LTREB,8/3/2021,WS,3,FILA,12.11054611,107.7673145,,43.27704085
LTREB,8/3/2021,GR,2,FILA,1.806452892,7.277733569,,3.52313932
LTREB,8/3/2021,GC,2,FILA,1.740904709,4.148004001,,5.259304585
LTREB,8/3/2021,GC,3,FILA,36.86438975,155.9090739,,127.7606373
LTREB,8/3/2021,BG,1,FILA,3.835822431,14.68168469,,22.0301043
LTREB,8/3/2021,BG,2,FILA,16.56012407,10.18511487,,27.35758194
LTREB,8/3/2021,BG,4,FILA,7.349936418,16.34985856,,35.21458789
LTREB,8/3/2021,BN,2,FILA,0.708799594,0.691697191,,7.095221494
LTREB,8/3/2021,BN,5,FILA,79.8764774,281.1821137,,542.2245596
LTREB,8/17/2021,WS,5,FILA,15.33371077,91.0500342,,135.489002
LTREB,8/17/2021,GC,2,FILA,23.8700292,46.7672986,,49.76307763
LTREB,8/17/2021,GC,3,FILA,100.3361917,377.3742898,,184.4008887
LTREB,8/17/2021,GC,4,FILA,75.2285633,518.1931752,,169.0877763
LTREB,8/17/2021,GC,5,FILA,98.86958211,308.0863508,,248.181039
LTREB,8/17/2021,GC,6,FILA,107.6248161,760.9707586,,176.5375413
LTREB,8/17/2021,GC,7,FILA,108.811184,318.9116476,,329.0551103
LTREB,8/17/2021,BG,1,FILA,64.54347564,360.5794958,,205.7980385
LTREB,8/17/2021,BG,2,FILA,9.222266324,42.80729132,,37.95232922
LTREB,8/17/2021,BG,3,FILA,109.2928766,238.619216,,203.9654677
LTREB,8/17/2021,BG,4,FILA,49.54304655,178.166591,,211.0186902
LTREB,8/17/2021,BG,5,FILA,103.7676628,148.7451606,,256.1166429
LTREB,8/17/2021,BG,6,FILA,24.26621557,46.95370804,,82.56330584
LTREB,8/17/2021,BG,7,FILA,28.14274634,67.37053949,,87.53125164
DRONE,9/9/2021,GC,1,FILA,40.8181783,148.6884564,,233.8427468
DRONE,9/9/2021,GC,2,FILA,10.6019777,44.43427812,,28.46897043
DRONE,9/9/2021,GC,3,FILA,80.13191726,593.4841897,,287.4529858
DRONE,9/9/2021,GC,4,FILA,130.6292705,1443.260101,,373.5055518
DRONE,9/9/2021,GC,5,FILA,63.15682085,435.1140591,,180.5501335
DRONE,9/9/2021,GC,6,FILA,64.13313485,263.0141433,,302.325793
DRONE,9/9/2021,GC,7,FILA,12.03408959,111.0252212,,52.63410387
DRONE,9/9/2021,GC,8,FILA,212.6810384,460.6407227,,359.3093416
DRONE,9/9/2021,GC,9,FILA,99.27333899,675.9022745,,87.98016796
DRONE,9/9/2021,GC,10,FILA,63.80790698,1486.569615,,134.7090062
DRONE,9/9/2021,GC,11,FILA,24.36987933,170.4892787,,95.61667113
DRONE,9/9/2021,GC,12,FILA,25.7416153,219.3851762,,199.0617197
DRONE,9/9/2021,GC,13,FILA,104.3553902,260.0067069,,232.9633659
DRONE,9/9/2021,GC,14,FILA,103.4199357,1013.955817,,420.4354998
DRONE,9/9/2021,GC,15,FILA,72.31873961,1658.981012,,265.4775351
DRONE,9/9/2021,GC,16,FILA,13.6307145,106.9752885,,21.043517
DRONE,9/9/2021,GC,17,FILA,41.29186204,230.0080854,,121.7001381
DRONE,9/9/2021,GC,18,FILA,112.7875099,1745.074049,,340.6974641
DRONE,9/9/2021,GC,19,FILA,106.5276181,2085.907897,,428.6097957
DRONE,9/9/2021,GC,20,FILA,71.83526096,202.2129028,,81.50127111
DRONE,9/9/2021,GC,12.1,FILA,4.490938535,31.41515519,,17.67265879
LTREB,9/22/2021,GR,2,FILA,9.587124273,21.52980734,,46.41121752
LTREB,9/22/2021,GR,3,FILA,0.588523661,4.352441436,,6.185681166
LTREB,9/22/2021,GR,5,FILA,2.335766746,6.962091851,,11.2255098
LTREB,9/22/2021,BG,3,FILA,8.69186686,36.88151375,,47.27273719
LTREB,9/22/2021,BN,1,FILA,4.58192352,37.25458392,,24.97491816
LTREB,9/22/2021,BN,2,FILA,5.544579244,33.95002523,,22.47408538
LTREB,9/22/2021,BN,3,FILA,5.749970587,68.2060931,,28.71591393
LTREB,9/22/2021,BN,4,FILA,0.754780355,70.11258409,,63.96658721
LTREB,9/22/2021,BN,5,FILA,20.65065452,76.71712277,,NA
LTREB,10/13/2021,GR,2,FILA,18.17850514,28.73189569,,76.3340827
LTREB,10/13/2021,GR,4,FILA,20.79396861,129.7961789,,132.5932678
LTREB,10/13/2021,GC,3,FILA,31.0008533,292.3303604,,103.1483947
LTREB,10/13/2021,GC,4,FILA,5.394507654,14.92067444,,17.16958954
LTREB,10/13/2021,GC,5,FILA,6.39723884,4.094452694,,15.93032965
LTREB,10/13/2021,BN,1,FILA,2.951472808,44.97320826,,26.06435105
LTREB,10/13/2021,BN,4,FILA,20.1395211,39.88032036,,89.21363252
LTREB,10/13/2021,BN,5,FILA,3.53887016,3.933416536,,9.961944578
